"11|2|I was a loyal diner with (Queens) Cheesecake Factory until October 9th. I ordered my normal meal with more than 10 year history. Evelyn pasta with no eggplant due to allergy. Cob salad with no avocado due to bad interaction with Warfarin. We got to our weekend home in Newport RI (4 hours) to our dismay to find our order was wrong eggplant and avocado was present in the meals. I called on that night and was asked to call in the morning.  I spoke to the manager and informed her that I would be ordering the same items on Sunday on my return to NYC. She stated that their policy was to let guests services handle these incidents. This is not a food ""did not like the meal"" but your staff ignored ""bringing allergies to our attention Policy"" which could have lead to hospitalization and lawsuits.  I asked could my order be remade on Sunday and I would bring back the Friday meal. No.  I was sent (2 weeks later) a $25 gift card for a more than $50 meal with cash tip.  I called and was told that in 10 years that I had complained 5 times and was flagged. I informed the manager that the Queens' CF should have been more do to the many issues that had been experienced there.  Bad service, long waits for cold food, recipe substitutions, and just below CF normal standards.  I got a call from Guest Services to assure me that I was not on a list. The food is not free and who cares about a list for poor service and poor attention to details.  I was appalled and was never offered the reimbursement for food that could not be eaten.  We were loyal to this restaurant and felt the slap in the face.  More than 10 years and 5 complaints would make a better restaurant try to make it right.  Cheesecake Factory was a colossal failure in customer services.  $10 dollars worth of ingredients to lose a more than a 20 year Copy of receipt:ELMHURST, NY90-15 Queens Boulevard, Elmhurst, NY 11373Queens Center(718) 699-1212Order # 871405263(Note: You do not needthis number to pickup)Customer Name: Wayne Customer Email: Customer Contact Number: Payment Method: Credit Card Mastercard ORDER FOR PICKUP Order ready at 4:07 PM, TODAY (FRIDAY, 10/9/2020)For Pickup orders, please see a staff member who will direct you where to pick up your order.1 x Oreo® Dream Extreme Cheesecake (1 x $9.50) = $9.50***WHIPPED CREAM ON THE SIDE. 1 x Add Vanilla Ice Cream(1 x $1.95) = $1.951 x Evelyn's Favorite Pasta (1 x $18.50) = $18.50CAROLYN ***EXTRA BROCCOLI. ALLERGIC TO EGGPLANT. 1 x No Eggplant1 x Cobb Salad (1 x $17.50) = $17.50WAYNE ***SUBSTITUTE BROCCOLI FOR AVOCADO. ALLERGIC T. 1 x Place Dressing on the Side1 x No AvocadoSUBTOTAL $47.45 REDEEMED: CHEESECAKE10 / $10 off your order of $40 or more - see Terms and Conditions for full details. ($10.00)TAX $3.32TOTAL"
"12|2|I came here for what i thought would be brief moment, but was mistaken. I came for a slice of dulce de leche cheesecake on Valentine's Day. Understandingly it was packed. I had about four people in front of me ordering. For one cheesecake, it took them 30-40 min. I left without checking the slice they gave me for $9 and got this tiny piece. I was shocked and disappointed. The young lady at the register was very nice, but i don't get how you can charge $9 and give such a small slice."
"13|1|It's beautiful and delicious! Simply the best of the bests ! The employees are friendly, the cleanliness seems good, staff wearing masks and I want to eat all their cakes."
"14|3|Chains are not my favorite but was pleasantly surprised during my visit at this location.After a disastrous family photo session at the mall, stopped here for some respite. Our six month old had just fallen asleep (praise Jesus!) so we needed a place where we could keep him napping in the stroller. The staff here were kind enough to oblige us and give us a quieter spot in the corner. Our stroller is relatively compact so we were allowed to keep it open - and the interior lighting was dim which was a plus for us.The waiter started us off with warm bread and kept our glasses refilled. While not entirely authentic, I had no major complaints about our chilaquiles and jambalaya hash from the weekend brunch menu. The jambalaya was the better of the two dishes and had some heat to it. The chilaquiles were a bit bland in comparison. Our waiter was friendly and attentive even while running between tables. While the food isn't wowful, the excellent service and the willingness of the staff to accommodate us had this tired mama leaving satisfied."
"15|1|This was my first time at this new location at Queens Center Mall. We were seated outdoor which felt amazing at first until the weather got warmer.  The screens were lowered to turn the AC, but never felt the AC until we were leaving. Our appetizer and main course arrived at the same time, which I hate when that happens at a restaurant. The food was eatable, but was lackluster in seasoning. They gave my sister the wrong pasta dish, the supervisor removed it from the bill and offered her another dish. The second dish was much better than the first one. My staple appetizer is always the avocado egg rolls, but at this location it was not that great. The avocado was not firm enough inside the egg roll. My spicy chicken sandwich wasn't spicy all at. I am huge a fan of the cheese cake factory, but this location didn't do it for me. The food was too bland. The only thing I had like was the lemonade it was sweet with a hint of tartness which made it so delicious and refreshing. The one in Garden City the food is always delicious and amazing."
"16|2|All i can say is poor service; 1 hour wait on sundayy night just for a table of 6 and an additional 25 minutes wait for staff  to take an order.  We were seated in a table that was not fully set, silverware missing and the server seemed lost without help from the bus boy.  Came to celebrate my niece bday at her request since she likes the food.  When appetizers were order and the bread was brought to the table we stIll had no plates, silverware and they forgot the butter. For a table oof six we got 5 pieces of bread??? We asked for bread, silverware, napkins  and water...Total disaster, place is so dark that when thE pork chops arrived we did not realized that they were partially cooked.  My mother in law had raw pork on her plate.  Manager and server were called over and they acted like no big deal. Did not come back to say anything else, the item was removed from the bill; overall poorly trained manager and hardly trained server along side fellow bus boy.  Will not come back to this location.  Floor area near bathrooms is slippery as it is the entrance to the open kitchen and grease is alll over the floor."
"17|1|The wait to get in is normally long but when I went here with my sister in the middle of the day ( a working day as well) we did not have to wait at all. The staff are very friendly and very attentive. The menu is extensive and has a little bit of everything from everywhere. I'm still not sure as to which region of the world they claim their menu is from. The place was clean and had a wonderful ""fancy"" atmosphere. The food came out fairly quickly. We ordered just apps as from previous experiences, the main entrees are HUGE! The appetizers were extremely delicious. We decided to share a slice of their chocolate Oreo cheesecake for dessert. It was a massive slice of cake that was very decadent and sweet. I don't know how one can finish a slice on his or her own. Not only is it huge, but very very sweet. The prices very also fairly reasonable."
"18|1|Went on Saturday night after shopping at the mall with my husband and two kids (2yrs and 9m old). We were seating immediately at a big booth, with a high chair on the end for my little one. Our server came over and introduced herself (I'm sorry I forgot her name but she was very nice). We put in the mini corn dogs for my 2 year old before anything else. The menu is huuuuge! It's a lot to look at so it took us a while to decide. When my son's food came we ordered our meals. We ordered the calamari which was so delicious. Very tender and not tough at all. The breading was the perfect texture, not too hard. I got the pasta carbonara and I forget the exact name of my husband's dish, but it was breaded chicken with mashed potatoes and asparagus. My pasta was creamy and flavorful. They could've gone a little lighter on the pepper but I loved it anyway. My husband's chicken was really yummy. The breading was very light and crisp. We also got a side of Mac n cheese and it's so good! The portions are very decent, so we took the rest of our meals to go. We also ordered two slice of cheesecake to go - the banana cream and Oreo. Those things got devoured so fast when we got home that I didn't even have time to take a picture lol. Absolutely delicious and we definitely want to try more. The waitress checked on us and offered us refills. Service was great. This was all of our first time trying this place and we were very pleased!"
19|3|The wait is very long but the service is good and so it the food must try their cheesecake my favorite it the strawberry cheesecake but they are all good.
"20|3|I usually enjoy a good meal at a Cheesecake Factory! I ordered a seared tuna salad which was delicious! No complaints on my food, my strawberry lemonade or the bread! Our server was friendly but could have been a bit more attentive since we were such a large party.The bathroom however needs some help. The women's restroom needed to be cleaned. The soap dispensers were broken. The restaurant provided bottles hand soap but it was so cheap that it didn't even sud! It was a no name brand soap that was red. Need to do better on this! Soap is imperative for hygiene of your staff and guests!The rest of the restaurant looked clean and the staff were all friendly."
"21|3|Came here for my best friends fathers birthday. We waited 20 minutes to be seated.  We ordered 3 entrees and an appetizer I had the stuffed mushrooms, my best friend had tomato basil pasta and her dad had the carne asada. We also shares tortilla with spinach dipS. We all enjoyed the food.. it did take a while for everything to come out but it did eventually.  Our server Jocelyn was very pleasant.  I told jocelyn about the birthday for my best friends dad and we awaited a surprise for him.  Service was very slow we finished our food and waited a while for the birthday dessert... and had to tell the server a second time... a second server because our first server went on break. We were literally sitting at our table on our phones. The coordination here is very poor and quite honestly there would be no wait if this place had everything together. Servers were great, food was good.. but we did wait a bit too long."
"22|2|I usually come here when my family gets a gift card. The best parts of the meal usually are the whole wheat bread and cheesecake. The waiters/waitresses are hospitable and nice but seem to rotate a lot... I've never seen a waiter or waitress on more than one visit. Recently we visited and had a 1 hour wait on a Saturday for table of 3. I usually get the bread for free with butter and both whole wheat and white bread. Maybe it was because the waitress was new and was not trained well, but we did not get the bread until we asked for it, and there was no whole wheat bread at all... and it was cold and hard. Even the table next to us had both breads. We had pork belly sliders which were hot and delicious. I believe it had a sweet barbecue sauce. We also had the filet mignon which was standard and the evelyns favorite pasta that was recommended by the waitress. There was a problem with my tuna poke dish for some reason. It had to come a little later than the other dishes. So it took like 35 minutes after the appetizer (sliders) came. I believe it was a manager who came to apologize to us and explain that I will get a free salad or soup to make up for the wait. It seemed like it was optional though because the waitress came back 2 minutes after dropping off my tuna poke and asked if I still wanted the salad or soup. Of course I did. I came here several times and had such issues from the kitchen at least on 3 different visits... I'm not sure what's going on but maybe they need more staff in the kitchen/better system in place."
"23|2|The customer service here has never really been an issue, but after today I would never go back.  Amidst eating my Sheila's cashew chicken salad, I saw a bug upside down.  When I moved it to see what it was, I saw it was a ladybug.  I am so disgusted that I am at a loss for words!  For the times that we are in, and the prices at restaurants, they should really inspect their kitchens.  This was truly a horrible and disgusting experience."
"24|1|I love the cheese cake factory it is one of my favorite restaurants in NYC. And the one in Miami beach.when I went to this location it was nice the atmosphere was cool and the staff was nice. I had gotten a couple of pieces of cake ,the chocolate cheese cake and a strawberry cheesecake. Along with a regular piece of cheese cake,and I can say I enjoyed it.I would definitely go back ,I recommend it when in queens nyc stop by for some cake or some good food"
25|2|The food was horrible!! I had ribeye steak and mash potatoes . The mash was not creamy but was like play doh and my steak was hard . $45 for garbage . Do not go here post covid they must have a new chef this experience was by far the worst ever .
"26|1|I absolutely love this Cheesecake Factory. The only downfall of this location is that is located in queens center mall so you have to pay to park and walk through the mall to get to the restaurant. The service is quick and employees are friendly and welcoming.I came here on a Saturday afternoon and have a skinnilicious salad and crab bites. They have a entire skinnylicious menu which is nice if you are trying to watch calories or such. Prices are pretty good! About $11 for a cesear salad and 7 for crab bites. Let me tell you these crab bites were sooo good that we ordered a second order to take home for later. It was paid with a garlic mayo sauce and I wanted to take a jar of it home if I could. Salad was also delicious and wasn't so heavy that I was terribly full all day. There is free refills on soft beverages.Our servers name was Anthony and for how big the location is he was great and quick. Was around to bring us bread, take our order, and refill our beverages very efficiently and quickly. Decor inside is beautiful and this afternoon we actually sat on the patio side where windows can raise to make it feel you are sitting outside. It was raining the day we went so windows were closed.Especially weekend nights, you can wait long time for a table and they do not take reservations. But if you have to wait it is still worth it. Anything and everything I have tried at this location is great and it is definelty a great place to check out!"
"27|2|Service sucks! After sharing my concerns with the MANAGER: ANDREW - he said: I'm sorry and didn't try to offer anything in return. BAD CUSTOMER SERVICE! When I arrived, I sat at an empty bar for 10 min before anyone even acknowledged me. And come to find out that - the ""Hispanic"" women who FAILED to acknowledge my presence WAS in fact A MANAGER! I was then taken care of by a black bartender, who was ok with his service, but not on top of it enough to get tipped generously. He gave me my check before I asked for it and was eating fries on the side, while I was sitting...waiting for him to take my card, in order to pay. Backing up, my LETTUCE WRAPS took waaaaaaayyyyy too long to come out and the glasses that I sampled wine in - were DIRTY! The BEST thing about my experience was the S'mores Cheesecake! I'm mad that I even left a tip!"
"28|1|This is one of the best CCF in the NYC area. What they lack in speed, they make up for with service and quality.  Our server, Ariana, was super friendly and personable.I ordered the tomato basil chicken pasta in the Carle Place location and though it tasted good, it was dry and less seasoned. This location? The opposite!  It was well seasoned and even had olive oil with basil sprinkled about the dish.  We tried mojitos, a pineapple & a passionfruit, and they so were tasty, but expensive for the location at $12.75.  I was soooo full, and still had to pack half of my dinner to go (was even better the next day).  We've only had cheesecake here before, but I'm certainly glad we stayed for dinner."
"29|1|I love the cheesecake factoryYou have the option for healthy food, or no that healthy, portions are big, so u can even share. I love a salad that has like an Asian dressing . For dessert, my 2 to go are key lime and macadamia nut one. Good cocktails too.Enjoy!!"
30|1|I personally love cheesecake factory. This month theyre doing a limited edition collaboration with Cinnabon. The cake has a minimal cinnamon taste (not too powerful) and some crunchy bits thats soooo good in the middle with cheesecake. UGH to devour for IG: @eatsumbapWe also ordered the chicken riesling which had a generous amount of meat and the best aldente noodles. YUMLastly we ordered the chicken pot pie which was actually deliever on a dish with the filling at the bottom topped with mash potatoes (not the usually potpie you picture)  They were all generally good. The potpie was slightly salty for my tasting but all the food we order from here always makes me happy.
"31|3|Walking by some kids on the street today. Guess what they are shouting?  ""ooh.... Cheesecake Factory,"" apparently, I am not the only one who has a liking for cheesecakes!I avoid the sit-down area because it's always crowded by the Queens Center Mall and not worth the wait for dessert only.  Since it's Easter today, it's already packed at 5:30PM. Have some patience since the take out person handles several tasks.  Kudos to the female cashier for serving us (the order to go customers), the ringing phones, and pick up orders.  Picked up a slice of white chocolate caramel macadamia nut.  Always forget how sweet it is and stop after eating half.  The fresh cream is always a treat.Many choices of cakes and cheesecakes to choose from.  Happy Easter!"
"32|1|This review is solely based on the food. The service by the waiters are ALWAYS A+. The stewardess needs a lesson on hospatality. E.g I asked for a table for 2 and was told 50mins. My girlfriend comes in 15 mins later and she is told 30 mins wait for a table for 2. Why not direct the parties of two or less to the bar for seating? That would be way too easy. Smh!On to the food. The waiter Ken was so helpful with what I was crazing, firecracker salmon appetizer it was an amazing choice. I also added the passion fruit mojito and a single serving ceasar salad. Everything was to my liking.With all that being said please go and risk a long wait or seating by close to the bar. (Bar seating is table seating too. You're seating high table bar style)"
"33|3|On this here 1st day of 2019 after a late night of celebrating no one wanted to cook. So we venture out. I was super particular in what I wanted becuase I had it the week before at the other cheesecake factory location, cheeseburger egg rolls and fried cheese (Don't judge my life).  So the diner that my companion  was heading to was vetoed. It's the cheesecake factory, one the finer chain spots to some. The one that always seems to have a crazy wait no matter what state you're in. Luckily  we were able to snag a high top bar table as soon as we got there. Ordered coffee, because its life.Why the 3 stars, becuase they didnt have my fried cheese... boooooooo... or the Cuban sandwich that my partner wanted...booooooo to the second power. I dont get why that happens. I get it, but when your mouth is ready for fried cheese...it's ready for fried cheese. So instead of the sandwich, the smokehouse burger was order and Nashville nuggets replaced the fried cheese. It was all tasty... its cheesecake factory; consistent. I will give 5 stars to our waiter... the awesomest!"
34|1|[COVID pick up order] Everything was ready at the time stated and the food was delicious. I recommend the jerk chicken and shrimp! Yummy! and of course any and all the cheesecakes! but i got the caramel cheesecake with EXTRA WHIP CREAM. :) yummy!!! my kids loved it!
"35|3|3.5 stars Ok I was done, but we received a lot of gift certificates so we didn't have much of a choice but to come back. We arrived in time for Happy Hour and we got the last 2 seats at a table. Seriously no wait for us on a Friday evening?? The place was packed. Still confused why it's so popular...last time we were here the food sucked. It was so heavy and salty. This time, the food was much better but we didn't order much since we ate a late lunch. For drinks, we started with a Long Island Iced Tea and a Mojito. They were kinda weak, so next round we asked for stronger Long Islands and the bartender made it right. Our server, Brian, was great. We were given bread as we waited for our appetizers. The bread was warm and even the butter was melted. I love spinach dip and their version kinda tastes like creamed spinach at a steakhouse. Really oily though...chips were a bit too thick. Pico de Gallo was very fresh. Also had their corn tamales. Better than last time. It was very sweet but at least it wasn't too salty. Ingredients tasted much fresher than the last time I was here. Sharing 2 appetizers was enough to fill me up I didn't need dinner that night. I'll be be back soon for HH!"
36|2|I paid almost $8 for a slice of cheesecake tHat looks like this. What a rip off. Very poor quality conUpdate: looking for answers rather than being told to reach out for the second time by giving me directions to your website.
"37|2|I went there with my friend today. Food was good but i wanna talk about service.We didnt get spoons and forks even after the foods were served. The server didnt notice until we ask. People next to us had same situation. We waited at the front to be seated, but the table wasnt ready. Funny and surprising service ever."
"38|1|I had no idea Cheesecake Factory is a restaurant and not a dessert place. I didn't get a memo! My friend and I decided to meet for lunch somewhere around the Queens Mall. We don't know the area well but found this restaurant inside the mall. The reviews were not that great but I just had to try it myself, especially when they serve food and not just the cheesecake. It's a beautiful restaurant. We both ordered fish tacos. It came with rice and beans. The fish taco was quite good. The beans was pretty good too. I would like to come back with Hubby and order this fish tacos when I feel like having it. I think he would like it too. My friend said she knows about the Cheesecake Factory but never crossed her mind to try it. Our waiter, James(?), was pretty helpful with our orders. I don't know about other dishes but the fish tacos was quite amazing. The fish was fresh. The seasoning was just perfect, not too overpowering, very nice fish tacos!"
"39|1|Visited here yesterday. Great food! I had the Tex-Mex egg rolls as an appetizer, my fave entree (the Tuscan chicken meal minus the capers), and a Cinnabon cheesecake for dessert. Delicious!"
"40|1|I love the cheesecake factory. They always find a way to fill me up. I hate it when I'm handed a menu, and I look through it, figure out what I want, then told they ran out. It's frustrating. I wish they just told me when they handed me the menu lol"
"41|1|I'm always a fan of Cheesecake Factory. They have great salads. Like their factory burrito, fish tacos and oreo cheesecake among other items."
"42|3|I rarely eat at chain restaurants but my teen boys wanted to come here in celebration of one of their birthdays. I will say that we all left super stuffed and had to take doggy bags to take away. My boys both had fried Mac and cheese appetizers which are fried into little balls that resemble slight large munchkins from Dunkin' donuts. Us adults shared the spinach dip app and we all ended up getting burgers. The burgers were not bad at all for a chain restaurant. I couldn't finish mine but it was good, I ended up with the Mac and cheese burger which was a bit disappointingly executed. They basically just put one of the fried Mac & cheese balls on your burgers. I was expecting a burger smothered in creamy dripping Mac and cheese. Still tasted decent but I probably wouldn't go back there unless it's my kid's request. Unfortunately I didn't have space to even think about cheesecake so there's that. Maybe next time I'm in the mall, I'll stop in and pick one up to take home and try out."
"43|1|I don't often do chain restaurants but there is something I really like about the Cheesecake Factory perhaps, it's the plethora of desserts, noooo the food is pretty decent too, and usually the dishes are so grand that you will have leftover for lunch the next day. You definitely will get your monies worth. This time we arrived during happy hour, oh what a way to unwind with half price apps and delicious cocktails. I believe happy hour is from 4-7 don't quote me on the exact time. My husband and I were actually hungry so we kept our appetizer basic. We ordered the cheesy garlic bread that was paired with seasoned olive oil and marinara sauce. It had a  perfect crunchy yet chewy texture. We had cocktails as well, the cosmopolitan here is on point so is the mojito. Shout out to whoever is the mixologist. Following our dishes arrival, my husband had the taco meal that was accompanied by rice and beans. I had the 4 cheese pasta with chicken and I swapped out the angel hair pasta for linguini. It was not bad it was a mixed linguini, I believe It was a basil mixture. The staff is attentive and sweet. We were so full, we opted out of dessert. Now that's crazy, no cheesecake, maybe next time cheesecake to go."
"44|3|The atmosphere was nice and the server was very good buy the quality of the food was not so good. I order a strawberry short cake they gave me some biscuit type of things with ice cream and cute up strawberries it was not good, I would not recommend this it. But the pizza chicken Parmesan was good."
"45|2|Lackluster again. I honestly don't know what's going on here, but corporate needs to look in to this place. Of all the Cheesecake Factory locations I've been to, this is by far the worst. Everybody has a smart mouth and attitude problem. I asked for another table because the table was wobbly and the hostess gave an attitude and deep sigh. Excuse me ma'am, but relax. This is your job. Again, water and bread took forever to get there. Actually it came right before my apps which was about an overall 40 minute wait from being sat to it being in my table. 40 mins without water while ppl that were sat after me received their entrees and second drinks. I did however notice some ppl next to me that were upset about not being offered any bread either and saying that's the main reason they come in here is for the bread. Asked for a manager and was told they'll be here shortly. Waited 10 mins then left a $20 under my plate and exited, didn't even ask for a bill. Anyways, 0 for 2 at this location. I'll stick to the one by Roosevelt Field. Anybody that does dine here, may the odds ever be in your favor."
"46|1|30mins waiting for table ,20mins waiting for food ,15mins finish the food ,but they got best cheesecake in the world"
"47|2|This is only my second visit to any Cheesecake Factory. I found overall the apps to be the tastiest and the entrees to be sorely disappointing and flavorless.Service was friendly, but it took 2+ hours for 2 apps, 1 soup, 2 entrees and 1 dessert to come out! Yikes, who has that kind of time? And that was with us ordering everything all at once. One thing that did bother me was we ordered a soup. When served the soup we were told they were missing 2 toppings of the soup.... so why would you still serve it to us? Or at least take it off the bill. It's not a loaded potato soup when there's no cheese or scallions on it. The 2 small plates were great (zucchini sticks and mushrooms), but the angel hair shrimp  entree was flavorless, lots of salt had to be added. And pasta was over cooked. My chicken bellageio was okay, but a tad dry and oily. The restaurant I thought had a strange musky/wet smell. It was darkly lit and very loud as to be expected. Great server, slow food executions and bland food."
48|1|I like that there's finally a Cheesecake Factory in NYC that is fairly easy to get to. It's in a prime location. The wait was not long to get a table and the waiters were fairly friendly. The fish tacos dish is now my favorite dish. My friend had the Mac and cheese burger and she loved it. Their dishes are not that clean and the waitress seemed to be in a hurry to get us out. The bathrooms were clean and they smelled good. Most importantly the Cheesecake was the best. I recommend everyone try the red velvet cheese once.
"49|2|We walked in and we were seated right away. Usually the start of great service right? Wrong! A waitress came to us and informed us that our real server was off the floor and she's be assisting us until our real server returned back to the floor. No big deal right? Everyone deserves a break. However, when the waitress asked for our drink orders my friend had said just a water and then she completely ignored my drink order! The waitress walked away without taking my drink order! Completely rude! When she came back I asked for a drink. When she came back with my drink she took our orders, and then asked if we wanted bread for the table. We said yes. Our real server comes back at this point, 10 minutes later, we have no food, just drinks and she asks us if everything's Ok. No, lady it's not. We were promised bread for the table and it hasn't arrived. The 1st waitress comes back and tells us our food will be out shortly. Okay, why do we have two servers trying to serve this table? Once our food arrives, it was hot. Which I was happy about, with the lack of service and the confusion between staff I was worried our food would have been cold I would have been angry. But the real topper is, I'm a new mom, and it was my FIRST outing with my new baby. I wanted to sit in a booth, and have my child next to me in the stroller, one of the women from the front desk comes over to us as were eating and tells me I can't have the stroller next to me because it's a fire hazard, that's why she removed the chair. How is this a fire hazard? It's only me! And on top of that there's no one else seated around us! The place was quiet! I have a newborn with me as a new mom. I wanted her next to me. The girl at the front desk was rude about it too. She could have said it in a nicer way. And why would you wait to say something when we're halfway through eating our meal? At that point you could have just let it slide. The place was slow at that point anyway! My friend ended up giving them a tip anyway for horrendous service and rude workers. I would not have given a tip if that was me. I would have just paid my bill and left. I should have spoken with a manager at this point, but I just wanted to get the hell out of here. Needless to say, I will NOT come back here again. First time out as a new mom, first time to this location to eat and do some Christmas shopping and this is my experience? No thanks. I'd pass if I were you, there are plenty of other places to eat around there. If I could give zero stars for the service I would."
"50|2|Sorry is not enough, I paid $148 plus tips above %20and it was my 30th anniversary, very disappointing sir"
"51|2|This place is a nightmare. Everything that you hope a restaurant isn't, is Cheesecake Factory. I'm not sure if the other locations are this bad, but the service here was horrible enough our party had to leave after we were seated. I could not imagine food tasting anything near okay with such horrid service. We definitely lost our appetite. We waited less than 30 min for a table for 4 people on a holiday Monday night, which isn't bad...except the servers here aren't servers at all. The only thing they know how to do is walk around with an apron pretending to be busy. They don't greet, are either rude or expressionless, do not ask if they can bring you anything, avoid eye contact, etc. The people up front that hand out buzzers and walk you to your table at least acknowledge that you exist. Our server brought us bread after 15 min... no knives, no water, just walked away ignoring us. We had one person on the way about to walk in and our server almost kicked us out for not having everyone there. Honestly wanted to avoid this location when I saw that it was rated less than 2 stars, but I wanted to give this place the benefit of the doubt. Bad idea. Will not be coming back here, ever. Going to any fast food place in the qcm food court is better than this Cheesecake Factory. We went to red lobster instead and everything was amazing as always. My advice would be to avoid Cheesecake Factory altogether and just go to Red lobster. They never disappoint. I ended up tipping our waiter there a very generous amount. I have no idea what the people here are being paid to do; you get better waiting service from a deli.I don't think they even deserve my one star."
