"60|3|I went in here tonight it was around 8:30-8:45ish and I stood in the store for atleast 10 mins before anyone knew I was there. While I was waiting the line looked very unkempt. The cutting boards were not out and there was lettuce everywhere and it just looked like the they were cleaning, but stopped midway. I also notice the steam table that  had the meatballs in it wasn't steaming at all, there was actually barely any water in it. Finally one boy noticed me and he told another guy to grab me because he was dealing with the trash and ending up mopping the floor. Which was another concern because when he came to mop he never put out the wet floor sign so whomever came in could have slipped. The gentlemen that helped me seemed nice, but I couldn't here a word he was saying despite me being the only person in the store. I thought maybe he's sick or something, but seemed like he could talk when it came to his coworker. I still got my food and it was delicious, but I don't think I will come back to this location again because of the customer service being way to slow for me. While I ate my sandwich I felt a little hurried because the guy mopping the floor was waiting to mop where I was. Three other people had entered the store while I was there and every time they had to wait because the boy mopping the floor had to keep going to he back to get the other man every time. Despite the derive I gave it three stars because my sandwich was still good."
61|2|This review is about the service not the food. Walked in last evening. I was the only customer in there at the time. One person was at the register and another with his back turned. No one acknowledged I was even there. Finally the person at the register called in the back and says customer. It should not take several minutes to say something to the customer when no one else is there.
"62|2|Pretty dissapointing at this location. I decided on the ruben, and had a sandwich with the bread not toasted, meat was cold after biting into it and cheese only partially melted. If you want a real sandwich go to the end of the corner to the diner and they will serve you a proper sandwich. For 7 bucks you can do much better than be disappointed here. I am not the kind of person to take my sandwich back and ask for a redue ,but this is one occasion I should have."
"63|2|It's a Subway, so the food is standard. But I've never been to a restaurant before that declined to offer something so simple as an extra disposable salad bowl because they ""have to count everything"". You'd think a franchisee would recognize that long term repeat business is more important than a 5 cent product! Since the Ballston Mall Subway has better service and friendlier employees, I'd encourage you to take your business over there!"
"64|2|Rude service- gave me a dirty look when I asked for utensils and napkins.  ""Fresh"", yeah right. My lettuce was practically yellow. Don't want to waste more time even writing a review."
"65|2|This place was so bad that I came back from a 2 year hiatus of posting reviews just to try to warn people not to come here.I have never experienced such general apathy from food prep staff as I have at this Subway.  The employees, scowling throughout the manufacture of my sandwich and those before and after me, were literally throwing the food onto the sandwiches and back into the bins, with stray vegetables flying everywhere.  And this wasn't just one person, this was the whole assembly line of disgruntled employees.  I was amazed at how rude they were, and will never be going back.  At least at the one around the corner, they are tolerable."
66|1|Nice location that has never gotten crowded when I have been there (this also counts for lunch time).  The sandwich artists are really nice and are efficient when getting your order done.  The only thing I was not a fan of was this locations lack of guacamole :(.  Other than this is my favorite location to slide to when I want a fast veggie sub!
"67|3|I usually don't get out of my office but the other day I was craving Subway so I had to! I love this place and I get the same thing every single time. The only reason I did not give them a full 5 star is because the actual location is very small and compact which makes it hard to move around in the actual facility. Also, there is not a wide variety of drinks here as my coworker just wanted regular tea. As Subway is known to be advertised for eating healthy I will say we need more healthy in the actual place! Healthy drinks included. Also, the soup machine never seems to work here."
"68|2|If I could rate zero, I would. Young girl, Clarysa, has a serious attitude and I generally check that kind of behavior but u was with my husband and didn't want to upset him. Her demeanor appeared racist. She had her nose turned up while making my sandwich. She threw the cheese back in the container. Threw the toppings on the sandwich. I asked for riper tomatoes and she challenged me that all were about the same. Two other black ladies came in and were at the counter to buy cookies, I looked at Clarysa and she had her nose turned up while staring at them in which she had no interaction with them.Young white guy was getting a sandwich made and I didn't see that same expression on her face. May be she just didn't want to be at work... not sure but as a retired military officer and doctorate level professional on vacation in the area, if I had not been with my husband, I would not have tolerated that behavior and certainly would not have given them my business. So for others visiting, don't patronize or tolerate this behavior. Nasty, rude and ignorant girl!"
69|2|I generally like subway but being ignored in favor of a customer behind me in line and being treated poorly after calling attention to the issue is unacceptable.
"70|2|I went to this location at around 9:15 as I wanted to grab a familiar bite to eat before heading home. There were 3 ladies in there cleaning up the stands at that time. I appreciated that because I like a nice clean store. The first girl to greet me was nice and politely smiled at me as I told her I needed to take a look at the menu. Then the girl that proceeded to make my food was grumpy all the way. She asked if I was ready to order after I told the First Lady I was not be she had a rude attitude. Normally I would leave a store that had a rude worker but I was too hungry to find something else that was over my price range. We decided to eat in the store since nothing else was opened that had tablespoons the whole time we were eating we got rude stares and heard them talking in a different language and snickering while looking at us. I proceeded to ignore them then we ended up finishing 15 minutes before closing. As we were cleaning up, there was a group of younger people that came in to place an order and they got the same treatment as well. I see that this place has terrible ratings and that should not be the case for the national harbor. They should have class and be polite to their customers but nothing seems to be changing at this location."
"71|2|This has to be the worst subway I've ever been to, it was 8:40 pm and I walked in to buy a sub and the worker said they're closed. Don't ever go to a store in Maryland, they have the most laziest workers in the country. Won't be returning to this subway EVER AGAIN!"
72|2|I called 311 and asked to have the health inspection. I will not go into details but bad enough.  If I list them here they may fix it just for the inspectors. The need to just close or get new management.
"73|2|The manager exchanged emails with me saying that these two ladies were formally counselled and put on 90 days probation.  I hope that improves their performance on the job, and that no one else has to go through what I did there.  And of the many lessons that can be drawn from this, I hope the ones they take away are the most positive ones."
"74|1|Great service with a smile & the new wraps are delicious! My favorite is the rotisserie chicken & Caesar salad. I add a bit of chipotle sauce to it & have that at least 3 times a week! Highly recommend this location, selection & staff!"
"75|2|This place is the worst subway location in VA. This place is FILTHY!!!You would assume that if they are wearing gloves and preparing your sandwich that it would be clean... Well, not here. I came home and opened up my tuna foot long sandwich.... there was an inch of curly black hair on the first half of my sandwich!!! How is that possible??? Exactly, this place is dirty- this hair; it must have been in the olives or vegetables because the curly hair was found at the very top of the sandwich. It doesn't end there. I decided to toss out my first half, and as I'm reaching for the other half which I assume was NOT infected, BEHOLD: ANOTHER CURLY HAIR!!! This time, it was on the outside of the sandwich on the wrapper! THIS IS BEYOND DISGUSTING. I CAN'T BELIEVE I WAS ABOUT TO EAT THE 2ND HALF THAT I ASSUME WAS CLEAN. I am assuming the employee who was helping me had long arm hairs and was shedding onto the sandwich ? THIS IS BEYOND DISGUSTING. I WOULD NEVER RETURN TO THIS DIRTY LOCATION, AND I WOULD SUGGEST YOU GUYS GOING ANOTHER SUB PLACE THAT HOLDS CLEANLINESS AS A PRIORITY."
"76|2|How I heard of this place: Wow. If anyone can remember where and when they first heard of Subway, post a comment below. I sure am at a loss for when I first walked into a Subway franchise.Type of cuisine: Fast, healthy food by way of easy-to-prepare sandwiches, made to order - right in front of the customer - using freshly baked breads, select sauces and a variety of fresh, delicious toppings.Ambiance: This Subway location, similar to other Subway's, but found in the Ballston Common mall food court, has a kiosk set-up with yellow tones, plastic and laminate, food court seating and an order counter with the toppings for each sandwich in plain view behind the plexi-glass window panel.What I ordered: My husband ordered a foot-long Oven Crisp Chicken sandwich ($5.50) on whole wheat bread.  He added lettuce, tomato, onion, green bell peppers, and a chipotle-ranch sauce. In the mood for a salad, I turned the Turkey Avocado sandwich ($5.50) into a salad (additional $0.75 for one scoop of avocado): with shredded lettuce, tomato, green bell peppers, red onion, olives, sliced pepperoncinis, two strips of bacon, a small ice cream scoop of squished avocado and chicken instead of turkey, topped with a honey-mustard dressing.What I loved: Easily accessible, convenient location and a quick, relatively inexpensive take-out dinner.Why I loved it: I loved sharing our first meal, together, as husband and wife in our new apartment!Cost: Low to average ($5-$8 per sandwich/salad)"
77|2|I've only eaten there one time and I got food poisoning. I'm sure it doesn't happen every time but buyer beware.
"78|1|Ordered Italian herbs n cheese, with tuna. Bread was soo soft. Double toasted. Very tasty. Environment clean. Restrooms closed."
"79|2|Some of the lettuce was brown, the amounts of some toppings given were small, and the staff was apathetic/just not into it"
"80|1|So, it's a Subway. Nothing new here, but the service here is AWESOME compared to other Subways I've been to. Sweet sandwich maker lady, thank you for starting my day off on the right foot :)"
"81|2|I have no complaints with the location as far cleanliness but the service was not the best.  I had presented them with a coupon I had received in the mail and they gave me the harest time about it.  The man looked at it, read it up and down and when he finally issued me the discount he made a rude comment.  It's close to where I live but I'd rather walk a few more blocks to one closer to the Ballston Metro."
"82|1|I frequent this location (just got us some sandwiches last night) mainly because it's conveniently close to where I reside... but I have to say that the food has never been terrible, always pretty fresh, the inside is always clean & the service is usually pretty decent!  TRUST me if they lacked in ANY of those aforementioned characteristics I'd definitely stop eating there, I'm known for going the distance for quality service and food/items.Just my opinion... Though the surrounding area of where this is located does need a lot of clean up/work & it will probably deter you from wanting to try it out... but I see a lot of things changing around there soon due to the upcoming growth that is happening a few blocks away (at the National Harbor), so maybe that will help businesses in the area get the support they deserve."
83|2|Terrible hair found in my sisters food. Called to speak to manager and they are very unprofessional. I do not recommend stay away
"84|3|This was your typical Subway location. The visit was normal, nothing stood out beyond the clear attitude displayed from the employees. I probably would not visit again."
