"11|1|Stopped redeem birthday treat . Ordered cinnamon stick online , & head . Staff nice , short wait , & I door . My complaint place could use renovation . Was pleasantly surprized good stick . There 10 piece per order . Light & fluffy , inside , crispy , outside , cinnamon top . The dip sauce addictive , & sweet . I 'd actually incline order ."
12|2|Over 90 minute order ( 45 minute late ) order deliver doordash . Understandably 's restaurant fault nobody would take responsibility delivery charge gratuity . Rethink purchase buy local .
13|2|The snow fell stop shovel 's cause walk traffic possible fall heavy traffic front bus stop ...
14|2|Ordered pickup ... still wait 15 min ! Why ? Very slow service ... go buy pizza elsewhere !
15|2|The absolute bad service ever I n't really know I make mistake order place . One time order come wrong I wait 45 min come back deliver right order time I order online put specially delivery 7:45pm 's 8:30 AND I 'm fast I cancel order 's yet . The girl pick extremely rude . This deserve ZERO star I 'm ashamed even give guy one star . Never ! ! ! !
16|1|Before I use order domino I order pizza hut 's worth 're pizza best cheese delicious I recommend renember god love
"17|2|It night Christmas ... call Pizza Hut location lady pick say `` Hi , Pizza Hut , closed right . HOW CAN I HELP YOU ? `` Lmao ? ? If 're closed would ask dumb question like ... high school cousin fluster n't know respond dumb question ask lady working , cousin ask open ? Which wrong cousin 's part lady respond aggressively say `` WE ARE CLOSED `` continue say `` I get number call continuously throughout night bother . `` I n't know extremely rude aggressive . So unnecessary . This happen 8:30pm December 24th , 2020 . So whomever work time need attitude check get different job n't require work people . No need rude please think ask `` I help `` 're close . Not go order pizza location ever ."
18|2|Worst pizza possible . Rather get little Cesars pizza garbage . And expensive . These people n't care pizza lol
19|2|Became ill consume pizza . Be warn . I 'm pinpoint exact ingredient make ill everyone eat get stomach bug .
"20|2|Burned pizza ! Service slow well , worker idea go . You 'll get good service domino ."
"21|3|Pizza decent , pretty much pizza hut pizza taste like . Pizza hut get cheap year ( competition Im guessing ) Personal pan pizza serve paper thin white box little write , particular restaurant fault course think I would mention : p Dirty people walk use bathroomPlace filthy.Bathroom filthyThe outside filthyGhetto Colombian manager 15 year old charge .... Employees stand aroundTo many employee Saturday afternoon seem Only reason I give 2 star serve 's purpose , Went , buy pizza , eat walk ."
"22|2|My husband crave pizza hut today decide drop order to-go . We 've line 5 minute wait employee At & finish order food ( discount since work next door ) . Finally 's turn order suddenly pizza hut employee tell us go cashier 4 people wait . We decide leave instead wait , another 15 min ? He could 've tell us early need go cashier since saw us wait . He 's even manager store , SMH . They need improve communicate costumer ."
"23|2|Pizza get pretty expensive day . My local corner pizza parlor raise price $ 2.50 slice $ 16.75 pie . I decide try Pizza Hut today 50 % deal medium large pie sign Hut Lover 's promotion . It n't good .... My family use eat Pizza Hut restaurant formal dining room time . I remember good look forward try pizza today . I buy Super Supreme mere $ 8 tax 's normally $ 16 . It definitely good promotion give try .... The pizza look good flavor initial bite quite TASTY . But realize crust consistency wet raw dough slosh mouth . It n't surprising though crust n't even crusty 's floppy limp mess . Learn mistake skip Pizza Hut 's worth even 50 % . Having say , I 'm give green light Domino 's Papa John 's either . Chain delivery pizza disgust . But I must admit Sbarro chain pizza n't bad . They special right 2 pie $ 20 . If 're look score deal , would best bet . I think might able get 1 pie $ 10 Tuesdays . Check 's I plan ...."
"24|3|Definitely pleasant place eat 's shabby worn , outside inside . Also sometimes drunk guy inside almost fall asleep.Pizza good enough takeout occasionally , especially deep dish personal pan pizza ."
"25|2|This Pizza Hut avoid.Staff young unprofessional ! Asked one girl could wipe table , come attitude wipe table dirty rag . Really ? Pizza Hut pizza really horrible anyways , Idk New Yorker I would even stop Pizza Hut ... maybe I really enjoy stuffed crust business.Filthy spot . Smells like dirty mop , bathroom forget . Amazingly person really work old hispanic lady clean ! I question A grade receive ."
"26|2|I love Pizza Hut deep dish pizza , delivery place n't worth . I 'm couple block away put order 3:00 p.m. Wednesday , yet take close two hour receive lukewarm pie clearly sit around seem `` overdone `` reheat . My understanding PH switch gear start run take-out deal encourage walk-in , delivery customer wind get short end stick . There 's also inexcusable four-friggin-dollar `` delivery fee `` independent tip . Given I tip minimum four buck ( usually 're come far away weather bad ) something like third order price pie additional fee . That 's simply unjustifiable `` assembly line `` pizza . The first time I order , I give young woman fiver tip I know 's fault , time I begrudgingly hand two buck felt like miser afterwards I eat crappy pizza . I 'm place ."
"27|1|Regardless ppl say place , I find place offer amazingly good pizza I even could n't get city , mention little price I 'm pay personal pie less 6 buck two top ! I love place ."
"28|2|The pizza okay , best . Very greasy soggy . I n't know hire employee know anything customer service . Every single employee day terrible attitude extremely rude . They greet begin attitude ask simple question . They clearly hate job . The place also dirty 4 table clean . The bathroom ? It 's Pizza Hut bathroom public bathroom !"
"29|2|My experience order online delivery use Pizza Hut website satisfactory coupon code ever accept order , matter coupon code use , except chocolate cookie $ 1 coupon , 's coupon ever accepted.My experience Pizza Hut Rego Park restaurant today 's order satisfactory . My previous order stuffed crust pizza topping , pizza taste good fine . Same experience I order Pizza Hut locations.My experience Pizza Hut Rego Park restaurant today 's order unsatisfactory . The 2 pizza I order receive taste bad , crust soggy slightly over-cooked , 's little cheese , pork sausage pepperoni smell bad taste gamy , ingredient use old , meat use taint become rancid . The taste smell bad make vomit . I 'm never order Rego Park location , maybe wo n't order Pizza Hut ever . I recommend avoid location.I send email Pizza Hut website , pretty much say thing I put review , let know experience dissatisfaction today 's order ."
30|2|Made vomit ! ! ! ! ! Sooooooo gross ! Not good pizza good service bad location ! ! ! ! Forget place 's horrible ! ! !
"31|2|As big fan Pizza hut stink I write review . This pizza hut might bad country ! ! ! ! First inside restaurant .. call restaurant quite stretch . There like 5 table filthy . I feel like ask lot wipe table . Second delivery zone miniscule . I live 2 mile place refuse deliver , dominos next door . Third douche answer phone idea customer service . The conversation go like : `` Can I extra blue cheese wing `` respond `` nah `` . I say `` I mind pay extra `` respond I say right , want damn pizza ? `` . `` Uh I order wing dude `` , hang , make racist comment . Fourth pizza miserable . Its simple damn instruction pizza making right front , however genius find way destroy everything Pizza hut stand . The pizza terrible , barely sauce , barely cheese . T crust drip kind `` pam -like spray `` , truly disgust . This place suck ! ! ! Please owner read bring citizen forest hill decent pizza hut ... even good one , travesty ."
32|2|I pizza year ago bad . However I live Rego Park n't deliver neighborhood . What give ? The Dominos block Pizza Hut delivers . Hopefully I 'll get answer someone Pizza Hut .
33|2|Ick . Makes sick .... literally . Why get nasty franchise pizza NYC REAL pizza place ? ? ?
34|2|pizza taste great doe original use . think rego make great .
"35|3|I love hate thing type pizza . Sometimes n't want real pizza want type whatever might . I 'm knock mean compare real slice pizza , well , Ehhh . Their wing ok price IMO . Service would expect chain pizza place ."
"36|2|Ehhh I usually order delivery , reason always take hr deliver pizza wing time get already cold . I rather go supermarket frozen pizza throw oven , think would cook faster time get . Atleast ill know pizza wo n't cold ."
"37|2|bad store world ever ! ! ! ! bad service , even bad manager world ever ! n't order 's go waste time money ! !"
38|2|Absolutely horrible pizza . It take hour half receive two medium pie taste like cardboard . Ellios taste well . I never order .
39|2|Tried pizza hut twice place I must say bad pizza I taste . ICK
"40|1|pizza hut actually pizza hut express . 's barebones restaurant , 3 4 small round table customer sit . 's conveniently locate 63rd drive queen blvd . mean say pizza hut pizza ? like bring home put freezer reheat slice late time . grant probably good ( new york 're talk ) , still like . pizza get bit expensive lately , 'll still go every often ."
"41|2|Do n't bother . Ordered hour half ago , call twice , find driver try deliver `` wrong house `` n't give call ask I . They ask I want send pizza I tell thanks 's hour half 98 degree weather 's definitely good.Update : Irvin GM call back immediately rectify situation send fresh order free charge . I definitely appreciate gesture would 've nice get right first time ."
42|2|Would give zero star .... Elizabeth bad ... unprofessional personal call ... n't get order apps ... I show confirmation email ... put face talk phone I would never go back
"43|2|Did photoshop pizza ? My pizza look like online illustration . Props make artifically visual appealing . That thing impressed . As usual , everybody eat pizza hut know go hill here.pizza hut pizza shop near area . Flushing needs new pizza shop . Any recommendation ? I order meatball/ spinach sausage/pepper pizza . I disappoint sausage/pepper topping werent noticeable . meatball spinach decent workable topping future . Now cheese sause , lack substance . Waiting day company deliever high quality pizza ."
"44|2|I really disappointed experience last night.My brother I pick food family way home decide get pizza . Since think get way , n't order ahead . We park front Pizza Hut 8:00 place order . We hang car half hour since supposedly go take 20-30 minute prepare order ( two medium two-topping pizza one large two-topping pizza ) . Plus , prime parking n't go leave spot open ! So go restaurant 8:30ish ask order . The girl speak say n't ready would ready `` five seven minute `` ( 's exactly say ) . Fine . We sit wait ... wait ... wait . I guess must immerse phone something 9:11 go counter ask another lady may previous girl 's bos manager something ( explain something first girl customer us ) . We get really hungry annoy I tell 've wait almost hour food . That 's go delivery pouch pull pizza say `` They JUST come . `` That 's say . Not apology pizza take long fact pizza sit delivery pouch - one two thing , n't acknowledge . All say us `` They JUST come . `` I get place probably busy incoming order Sunday night ( quite possibly lot people get food watch football ) n't one girl tell `` five seven minute `` make us wait * 40 MINUTES * order , nerve say `` They JUST come . `` Totally unprofessional really make want come back , shame since I love Pizza Hut I usually like location ."
"45|2|Terrible takeout experience . Came take advantage $ 5 promotion staff dishonest . Ordered two one-topping pan pizza , light sauce . Hardly foot traffic take nearly 30 minute complete order . One employee preoccupied phone attend customer . When pizza finally I quick check get order right . Guess ? No ! Instead pan pizza give hand-tossed . I 'm fan hand toss . When I tell person counter respond promotion hand toss . How come n't mention I place order ? A day later , curiosity , I check Pizza Hut website . And behold , customer get choose whether want pan hand toss price . I would problem staff simply upfront mistake . But I n't like feed lie ."
"46|1|Oops I check wrong address one show first . This location 3 table people like take space care . Even though bus pass like millionth time , I finally go today I spot adorable personal pan pizza . I order Specialty ( $ 5.99 + tax ) Meat Lover I super carnivore . The crust crunchy pizza thick bite make oh wow , oh wow `` mama love meat `` !"
"47|2|My bad pizza experience life ! ! Stay away shitty hide fees.I saw ad say large pizza $ 17.99 , I order 1 large pizza 2 liter Pepsi I charge $ 28 . * * 1 ) $ 1 extra hidden charge order menu2 ) $ 4 delivery charge outside deliever tip3 ) tax4 ) promise 45 minute take 1hour 45 minute come ( I order 6pm , come 7:45pm ) 5 ) deliver bring 16oz bottle instead 2 liter I order , also recipe change $ 28 something $ 27 something . 6 ) delivery girl didnt even give change , even ask keep tip wtf ? 7 ) last importortantly pizza shit . Cheese super extra thin bread super thick . 1 7 ratio . Stay away .. I never ever order pizza hut overall . Order papa john regular italian style pizzaria"
"48|2|Do order place ! They charge extra add ! Then tell drive back bring crust 9 $ refund even though charge 13 $ pie ! By manager Sarah 's admission Pizza Hut policy screw order customer come basically pay mistake proof thing say ! Well Sarah proof crust without fiery red pepper crust burnt jalapeños ! This 2015 I need drive 20 min back rude self ca n't admit mistake ! I would give glower middle finger option Yelp ! Yelpers unite teach crude rude people lesson , get pie fix troll !"
"49|2|Going 2 hour wait food . Delivery driver flat way us , n't notify store let us know delivery late . Lets see long takes.Update : Cancelled order ask refund , ca n't get refund tomorrow I call back . Never . This n't first time happen either I still decide order ."
"50|1|Wow ! Best way describe visit . Came girlfriend dine meet exceptional service care one employee . I n't catch name fantastic . Did everything take order make sure plate , napkin utensil . Probably one best service ever receive 've many restaurant . They could learn young lady . We even tip end finish meal . Pizza pasta fresh taste good ! The pizza perfect combination soft crispy . Pasta delicious . My girlfriend love ! Definitely back location !"
51|2|I n't want even give place 1 star.My order place 7:44 receive 9:15 order website say would receive 8:45 . I know online ordering always accurate entire order cold pizza hard.When call speak manger person charge non apologetic rude ask refund money send new order back nasty try help way . tell fault problem pizza cold send another order thing go happen . upset never order pizza hut again.I believe notorious company bad employee happen customer always right .
"52|2|When I order pizza hut , I usually expect usual long delivery time lukewarm pizza . This fine , always tend reheat . I always let issue slide least location consistent . However , last straw . Pizza come house like drop floor shove back box . See pic ."
"53|2|absolute garbage service.ordered 2 hr ahead nye delivery 8:30pm.I never get order . Tried call store multiple time get busy tone . Now understand probably busy ( nye ) courtesy call say wont able fulfill order would 've nice . My party I starve night . Finally get call gentleman 11pm ask I would like order cancel . I specifically tell gentleman politely would like cancel order . 2 day later see still get charge order . I call branch obnoxious lady pick try prove wrong order . n't know .... give refund . She ask would like order ... 2 day later ... NO I DO NOT WANT THE ORDER NOW . She put hold , come back ask recall exact order place exact amount charge . ... I n't know require give information clearly say account file pull front . Once give useless information ask , tell incorrect n't order place . Does even matter ? I get charge delivery never make ! Just give refund . put hold come back say `` want store credit ? `` . NO ... I WANT A REFUND ... There absolutely reason give hard time . mistake clearly make end apologize give refund . I never get apology pizza hut employee deal . Completely unprofessional . I dispute charge credit card company directly . DO NOT ORDER FROM THIS PLACE . I n't blame gentleman call 11pm night . He clearly seem overwhelmed . I must ask n't good system set busy day like NYE.either limit order call customer directly let em know expect food time want ! thank god enough liquor drown rage ring new year party ."
"54|2|I would absolutely give place sub-zero rating I could . Another reviewer say best - THIS PLACE IS THE WORST ! ! ! Incompetent , unhelpful staff obviously give bad service ever ! Please shut place ... issue horrible staff would try find employment elsewhere bring business . THEY SUCK !"
"55|2|This bad pizza hut ever . Every single time order , take close two hour pizza ice cold ."
"56|2|I order meal give ETA 7:30PM . After 10 follow phone call 2 hour later , place inform order cancel . If I never call follow , would 've waste time would never inform cancelled order . Worst customer service mediocre pizza . Avoid place save time ."
"57|2|Food typical average fast pizza hut quality , yet super fast . Tables inside need wipe ."
"58|2|Late delivery . Internet order show 7:59PM expected time , arrive 8:25 PM . food coldAND Surprised find chicken wing order RED RARE I say . Fresh meat freezer . wife take bite almost throw ! I call restaurant speak female worker , make sound like common thing take go everything tell detail , ask hold . male manager answer . ask whats problem , I tell I dont want repeat , say tell I want speak manager , lie . `` manager `` say problem food cold delivery late . I tell chicken red , say I 'll give money back keep food ! yell hang up.no apology , nothing . simple nasty attitude I get .. I take pic chicken . I make sure people know this.BE AWARE BEFORE ORDER FROM THIS HELL HOLE ! STAY AWAY ! I already many disappoint food I keep order kid like cheese stick . NO MORE . THIS LOCATION IS WORSE !"
59|2|TRASH talk manager I know . The food super late cold I get call I see pizza boy run street soda hand . After check food I request money back 's last time order bum LETS GO DOMINO 'S right next door come rescue 38 min man I forget good phillie cheese steak taste . F OFF PIZZA HUT You lose customer .
"60|2|Possibly thee bad customer service experience I 've ever , place order 630 still n't get delivery 830 .. call store see go tell give ten min wait another 30 min nothing .. point I beyond disappointed aggravated n't take 3 hour delivery I call store tell cancel order credit card charge already keep put hold hang n't 3rd time I call cancel order tell take 5-7 business day money back account .. I put hold bunch time I could hear employee talk bad think I hold .. also I ask speak manager I tell wasnt manger clock one would give name .. I order Pizza Hut time last time I ever give business money"
61|1|I grow PizzaHut . Who n't think PH great pizza ?
"62|1|I order online carryout since pizza hut n't deliver part town . I order large pizza three topping , breadstick , 2 liter soda 15 dollar deal day . When I order online say ready 15mins time I drive ph ready . I surprised time pizza hut order . They get order right pizza delicious course . Oh ph breadstick sauce amazing . This n't first time I order pizza pizza hut far good experience . If deliver part town would awesome ."
63|2|This place bad customer service ... cant expect much location bc 's always busy n't make sense 1 pie hr 15 min ... ! ! ! ! ! The nerve delivery guy ask come across st . It 's freaking 2 min car ride !
"64|1|Food taste service really good . I get food faster I though . All employee good , nice . Love u ."
"65|3|let start say secretly love pizza hut . 's one extended-family childhood tradition get together , grammama ONLY like pizza hut pan crispy crust . fams get together month , lay dramatic long table chowed . yes , childhood memory-brain worship pizza hut.fast foward adulthood . order medium ALL dough , NO cheese , SCANTY topping . absolutely pathetic : ( breadstick stale pay extra marinara ( eat crust like breadstick dip , try , 'll thank ) .that say , delivery superquick ( weekday 3pm-ish order , , 5 min location less 30 minute ) . happy service , perhaps pizza hut general dull shiny red hat ..... sad face : ("
66|2|So I order cheese pizza I wait hour pizza get COLD ! My girlfriend slice keep complain I decide call . I tell thin crispy pizza dry easy like u serious I 've order pizza thousand time 's reason cheese pizza cold 5mins away Me I wait HOUR ! ! ! ! ! Do order location ! ! ! ! ! ! I listen previous review ! ! ! Ugh
67|2|They take 2 hours- I never order delivery ever ! Worst Pizza Hut ever
68|2|An hour delivery Horrible pizza ! Tasted salty meat definitely fresh . I end toss away topping gross taste like ! Will order ever . Now I hate order domino .
69|2|Ordered online time arrival 2:03 . At 2:15 I call girl say driver leave 15 minute ago .. minute . Pizza come 30 minute late .. Burned top soggy oily bottom . If I want cause drama I would n't pay .. slam door face .. Horrible service .. horrible pizza .
"70|2|Had medium supreme pizza . Tasted really salty similar freeze microwave pizza . Actually frozen pizza could 've taste well . Im give extra star fast delivery . Actually come in20mins , live 2 block away hut deliver ."
"71|1|Universal pizza hut taste ! I miss upstate . I miss family . I hate school . I hate sale guy union sq Best Buy . I really need laptop Tues I cant buy one jerk.I wan na run away become flight attendant make friend Joann become one . Dance class ok today . The move fly class concentration . I get really hungry afterwards tho . Probly cuz special twerkshop serve wine likely yelp directory search nonexistant Staples Office Supply store within Penn Station . Thanks play Yelp editor . Get togetha . Please . My solace spot Pizza Hut Express amidst train traveler . Aight yeah ? Im go . Yes grow pizza hut . Yes like Detroit style pizza . Yes know 're really Kansas . The counter guy retard . Yes . Yet personal pan , hawaiian style fresh , comfort fill void hunger lonely part within body * . * refer putang"
"72|2|Pizza Hut favorite pizza , hurt give location 1 star . I 've twice time nobody register . I wait employee come kitchen . On first visit I receive freshly cook meat lover personal pan pizza wait . On second visit right employee announce would minute I notice another unexpected visitor also wait pizza . A big roach slowly walk around counter , comfortable , like wait order . I get see . I could n't stomach wait pizza roach . Eat risk !"
"73|2|Pizza Hut , like Pizza Butt . I 'm tired circle pizza . Why circle ? Give square pizza day week dumb circle pizza . Was n't impress cheese sauce either . No cheese sauce next time please ."
"74|3|Decently good pizza decent price . The cheese taste cheap , get pay ."
"75|3|This place nothing average . The price high , consider 's food court Penn Station middle NYC , I guess 's expect . Personal pan pizza around $ 6 , size frozen microwavable pizza . I 'm sure setup work , I order pizza , cashier walk KFC , go kitchen area , walk back two box contain hot , personal pan pizza . The cashier seem somewhat distant , ask fork ( pizza soggy cut way ) , seem get annoy . The pizza obscene amount grease . The selection minimal , almost zero . All really offer personal pan pizza sort stick ."
"76|2|DO N'T EAT HERE ! ! ! ! Never . I n't typically write review , experience horrifying I figure I share.I couple time willing look grungy greasy exterior , fact food ever luke warm best . Since middle Penn Station cashier always offer pop food back oven minute reheat , I believe low expectation line one expect.Not time . I order bread stick personal pan pizza . To dismay , bread stick cook enjoyable enough . However , I pull apart slice pizza , I find one , multiple strand hair thread middle pizza throughout cheese slice pizza . It someone comb hair hand stick hand cheese sprinkle pizza.This totally inexplicably unacceptable , downright disgust . I love Pizza Hut 's pizza , I never , ever eat ."
77|3|The service friendly . The pizza cheese quality OK . However onion pizza cut big piece n't really cool : - ( In general good experience somebody eat pizza time time .
78|1|Me & My Friends come one Pizza Hut I Pepperoni pizza ok ...
"79|2|Save money go somewhere else . I use come get taco bell long time ago okay . Today I go pick large pizza grandmother . I even call twice confirm order . But I get , I get medium pizza skimpy amount ingredient . I explain wrong order I speak someone phone tell person n't even . Apparently n't even take order location So I stick `` medium `` pizza $ 14.14 waste money"
80|1|This place generally I n't know about.But pizza hut best favorite pizza world completely amazing.You go .
"81|1|I n't know bout everybody else I never problem always deliver time food still hot , always get 10 $ dinner box . Great"
"82|2|My food leave concrete floor , clear garbage bag , corner . Not even front door . When I call find pizza , I tell `` leave porch `` I n't porch ... My pizza currently sweat"
"83|2|I travel 30 minute location twice . If I go , accident . I problem pay extra extra cheese , extra cheese , negligible best . I get stuffed crust also . They n't put butter flavor crust . Again , I n't mind pay extra , least I get I 'm pay ."
84|2|Worst pizza hut I 've ever order . Which unfortunate love hut hate place domino cici 's pizza . I live exactly block half away theres reason breadstick come hard 're basically long crouton point . Marinara sauce felt like come fridge . The pizza cold n't worth eat . I give place second chance place . Same situation different day . I never order . Do n't waste money plenty local pizza shop willing deliver pizza thats hot ready eat good price .
85|2|Horrible . I order Pizza 4pm time 6:26 pm still n't receive right pizza . I call ask 's take long manager state driver accident sorry delay ..... driver get I ask ok accident say `` What Accident `` mean manager lie . Currently wait pizz
86|2|Terrible service . Placed online order 40 min prior arrive pick-up ( even though It say would ready 10-20 min ) . Not order ready claim receive half order . The worker clueless 're understaffed . Be sure place order hour plan pick .
87|2|My pizza cold . They forget one pizza I pay . They extremely nonchalant unapologetic . Bumbling idiot . Wo n't last long type service . I 'm never wrong thing .
88|2|I place small order midday expect bit wait hour half food still n't show . I contact store tell delivery guy come minute since I live 5 minute away I figure I 'd get delivery shortly fast forward another half hour I call back store another update tell Kevin ( 's even really name ) delivery guy come home could n't find . I live accessible block never issue food package delivery plus driver never even try call . `` Kevin `` n't even apologize inconvenience . Worst experience ever ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! Update * * * * I never get food take 3 month get money back get bank involved.DO NOT ORDER FROM THIS PLACE ! ! ! ! ! ! !
"89|2|It 's first time , 's big difference Brooklyn Long Iand . Okay friendly I . Long Island willing help question . This guy nod , dry eye dry face . And trust I reverse psychology kill ppl kindness . With people n't good customer service n't grace situation . Pizza good though , I wish deliver friend live right block . Anyway pls smile next time ."
"90|2|This place foul come delivery , review one star base strictly delivery experience . So Sunday around 3pm I usually get dominos wing I decide get Pizza Hut fiancé love . We order around 3:30 two pie n't come us 5pm cold ! ! ! Breadsticks trash never ."
91|3|So honest I usally bypass review fast food place franchise ...... however horrible review particular Pizza Hut ..... I want chime ...... So everyone think I crazy ..... I live NYC however I southern gal ...... grow eat pizza hut ....... I LOVE Pizza Hut pizza ... So I go 6 year old daughter grab two pizza late lunch ..... particular shop take .... nowhere dine ... I ask cashier available special inform take advantage special I order online ...... I mind ..... luckily phone charge ..... place order online easy ..... I tell order would ready 20 min ..... pay upon pick ...... order online huge saving ....... I order regular menu .... I would pay $ 18 - $ 20 ..... wait cashier make small talk offer kid sticker color book ...... I tell passion Pizza Hut suck deliver I live ..... tell awards program I sign right away ..... order ready like 17mins . While I wait Uber arrive keep pizza warmer .... The pizza bad .... however dough/crust somewhat different ....... bad way ... classic pan flavor I know .... I would definitely go back.I give place true 3.5 rating special online ...... deliver I live .... even though bad crust `` different `` .
92|2|I mood pizza hut cause watch commercial spend $ 75 pizza hut I n't think I 'll eat pizza hut long time . The pizza hard like chew cardboard . I ask marinara garlic sauce stuffed crust n't get . This waste money . I throw pizza away rest I give dog smh
"93|2|This location definitely close Yelp lol nasty pizza I 've put entirely much sauce I eat damn fork . Customer service horrible girl nasty attitude take 1:30hrs deliver pizza , bad experience I n't think I could ever eat Pizza Hut ever"
94|2|If I could give Ok I 've see commercial stuff crust pizza day day finally today I order family let 's say let nothing like commercial pizza dry meaning barely tomato sauce seem like cook n't garlic dipping sauce come stuff crust pizza sauce give pizza n't even cut correctly go get knife cut I order stuff garlic knot horrible marinara sauce real thick tasteless one take cake make sure I pick contactless delivery pay credit card add tip via credit card man make go downstairs car get pizza horrible I never order place n't 10 year imma go another 10+ without nasty 1 year old son even throw floor high chair love food smdh I 'm pretty upset I pay money big let today Happy Fourth July us
"95|2|It 's Pizza Hut Mess need fire . I def think need keep customer area clean . Seems tend look like mine hurricane roll . Like I say besides everything expect , n't come Pizza Hut surprise ."
96|1|I n't pizza well 10 year I decide give try The pizza good staff super 3stars way get pizza 10 15 min # beat dominos time far *
