14,2,2,"They give food n't cook ! ! ! ! I order two large pizza cheese bread 8:15pm Tuesday . The food arrive 9pm driver seem rush away . I find I open pizza box must take hard turn drop box pizza slide one side , slice place.One pizza lot vegetable , spinach look like place top pizza come oven . And pick slice pizza , felt like bread n't put oven minute two . It like hold bread melt cheese top . On top , pizza suppose flavor crust , didn't.Then I open box cheese bread actually bread melted cheese place top . It spongy definitely cook properly.At least , health issue . We refuse eat I try call store . I would always end go phone menu , I try get customer service line , system would hang . This happen FIVE times.So I choose different menu option SEVEN different time , speak SEVEN different operator absolutely help . They would assure someone would pick I transfer , never happen . I ask final operator one could connect physical store , try tell store n't phone ... When I call , transfer call drop . By time , store close ( yes , hour try get sort customer service ) system would n't forward anymore.So , people say `` Great Customer Service Experience , `` I wish I operator . But others , know real possibility get help issue order . Pizza Hut whole lose business ."
15,2,2,"I want make clear , I 'm give rating anything wrong food service , one reason one reason . This branch Pizza Hut hat apartment . They horrible policy say delivery person ca n't come building , anyone order apartment come downstairs front door pick food . Have baby sleeping ca n't leave ? Tough . Feeling sick need stay ? Too bad . Not pay delivery fee , wo n't even bring front door . And I love Pizza Hut pizza ! In fact , I want order right . Know I 'm ? Because I n't want walk downstairs pick food I pay delivery . This seem frequent complaint I 've see review . I n't know 'd continue policy 's clearly lose business ."
16,2,4,"This place really turn Pizza Hut . Last I order , pie ridiculously undercooked . This time , cooked I basically get biscuit grease . Moreover , pick pizza tell phone `` delivery tonight . `` When get , pizza leave delivery . The cashier courteous establishment need complete revamp ! I 'm never eat . I certainly n't pay tax I area sub par Pizza Hut franchise unnecessarily open ."
18,2,3,"Pizza ok , I mean 's New York pizza , 's Pizza Hut ! Service leave something desire pricing bit give notion ."
17,1,4,The courteous staff I 've encounter Pizza Hut . I mess online order take care keep apologize check I wait .
19,2,4,"This Pizza Hut far bad ! ! ! Buyer Beware ! ! ! I order 36 wing cheesy bread , I get wing car smell like sweaty gym socksI call store speak manager receive sort remorse , sympathy , nothing , tell 's nothing could ! Smdh ! ! ! The quality food subpar , employee customer service orient ! ! This NYC far place sell quality pizza establishment need go ! This last visit Pizza Hut , I travel get quality pizza great customer service . I work industry I deal people provide service smile . Pizza Hut , , along Red Lobster Olive Garden lose hardworking customer.The food industry already kill us GMO 's food I also put bad food lousy customer service ?"
20,2,1,"I never order nomore . I ' v wait pizza 1hour 45mins deliver , never shame .. And I love Pizza Hut .."
21,1,4,This review strictly carry order . I satisfied order . I place order ahead time give 20 min wait ready . Exactly I arrive order ready pay go . That best get . I absolutely hate order get wait time get still wait . Definitely case . Plus food warm fresh absolutely complains right .
22,2,2,Pizza Hut one favorite pizza chain . However Pizza Hut disappoint customer service . The lady take order take correctly . After 20 minute wait I receive order find wing miss . After explain I order wing proceed tell I I would like pay . I refuse call manager . The manager tell nothing could `` inventory `` . He also proceed tell hear repeat order nothing wrong . I blow away would compensate try offer anything misunderstanding . Obviously customer always right stand chance location I I would steer clear place . I surely .
9,2,2,Not even worth single star .... service bad food cold . All manager could say told wo n't like next time ... There wo n't next time ! ! ! ! ! ! ! I go Papa John 's
24,4,1,"While I like pizza hut around Brooklyn , need one close house . The food good buy go way empire stink ."
25,1,1,"I 've never ask anything deliver I ca n't really speak far carry , Pizza Hut receive five star . I never problem since open I probably order Pizza Hut twice week least every two always satisfy . Food fresh always ready I get ."
23,2,2,I would give 0 star I could . This disgraceful . Pizza Hut usually come national pizza chain awful taste pizza I 've good long . I buy Pizza Hut would definitely recommend order . Barely cheese slice bacon bacon fat piece anything . The crust crunchy hard .
27,2,4,"I unsatisfied delivery service location . I order cheese stick boneless chicken 7:57 pm . I live 7 block away finally receive order 9:17 pm . It cold , even warm ."
28,2,2,Their service horrendous ... look u attitude n't pay attention . And floor dirty
3,2,4,"After wait forever food , end mess pizza . We never get wing . We order cheesy bread stick waitress bring us slice bread cheese . Which n't even menu ? Our waitress friendly food n't terrible worth wait"
4,2,2,"Very dirty , hear worker talk go outback smoke pot . Very disappointing business . Food cold . Left sit long time even bring . My husband I never go back 's sure . Left 5 dollar tip hear waitress talk I n't leave big enough tip ."
26,2,2,"Absolutely HORRIBLE ! ! This SECOND time I 've experience poor customer service location . The previous time I place order , I n't receive , I call back ask refund woman answer phone tell would back I could receive refund , store credit . She give name proceed answer phone I call back . Now , current situation I place order 5pm , I n't receive contact 7 . I write note say buzz apt , reason driver management keep call phone I n't hear beyond point . Finally I receive buzz door , ring come call us . So husband go downstairs driver go . The manager Saran ( * sp ) cancel order I call instead apologetic tell driver n't come ! I tell husband go downstairs go , say policy come . HUH ? First policy second n't list I place order ? Thirdly , two driver come . Furthermore , husband go downstairs , 6 floor building , apparently driver wait 2 minutes.They need close branch , really tarnish Pizza Hut name !"
29,2,2,"I n't like pay service I receive . The standard delivery fee $ 3 deliver food door . Apparently location go building . The point delivery food come . I pay extra $ 3 I n't get dressed go outside get food ... might well walk store . Their marinara sauce bad one I 've ever treat , honey Sriracha hot , put much honey . This first last time order location pizza hut . Back Papa Johns"
30,2,2,Came hour yet cold stale - never order again.When I call person answer seem like I bother barely audibleHuge disappointment - I remember I n't order crap
31,2,4,"I love Pizza Hut hate one one closest smh almost 2 hour still wait , location closed smh take long enough"
32,4,1,"Having Pizza Hut NY crime , hey get craving sometimes ! Being Cali grow Pizza Hut bring back childhood nostalgia ! Ah memory ... Had craving stuffed crust pizza get awesome deal $ 13 large 2 top stuff crust pizza . We also order wing street buffalo wing bad ... Def break back childhood memory !"
33,2,3,Apparently website n't know close ... Do n't mind . I keep write . They apparently want Tolstoy review .
34,2,2,"Worst Pizza Hut location New York . I use go one lot grow , stop consistently start horrible service horrible food . I go back give another try past week 's gotten bad . The lady front unbelievably lazy rude care whatsoever . I order two medium three topping , receive uncooked pizza . One topping spinach I n't know think smart/funny throw box side . So Pizza Hut pizza top ?"
35,2,4,"I n't know Pizza Hut could get medium cheese pepperoni pizza wrong , twice 3 time ! ! ! I go store order cheese pepperoni pizza cashier say would ready 15 minute . I wait store cell phone take personal call pay attention order come . 25 minute later I ask pizza sit counter mine . He ask I order cheese pizza mine , ask cook make pizza since order somehow disappear . Another 15 minute later cook ask cashier I order say `` oops make wrong thing , I make half cheese olive , I start order `` An hour later 3rd attempt simple pizza , I finally get cheese pepperoni . I get home open cook , dough still raw . I want avoid food poison whole thing go trash ! The bad part cashier manager , work ethic fire !"
36,2,2,"Ordered large supreme without pepperoni . get instead chicken pizza olive . The driver Jose call come downstairs hang phone abruptly . Then I find wrong pizza . Since pizza hut already close , I couldnt call store directly tell wasnt pizza , I call driver Jose avoid call . Dont order . Waste time money ."
37,2,2,Ca n't give less star . Delivery time take forever mess order . Have n't order year ... I know .
38,2,3,Just receive delivery order Pizza Hut . Pizza cold cut slice . My mozzarella stick cold saggy . And top ... I order Hershey 's triple chocolate brownie receive chocolate chip cookie . Definitely order place # pizzahut
39,2,2,"My wife I get food poison . What 's bad , carb-loading meal night marathon , destroy body , also race . Absolute bad place ever ."
41,2,2,"Horrible delivery service . Ordered 7:15pm expect food deliver 8pm . 8:05pm food still n't arrive . 8:15 call store , say 're run late since multiple delivery ( problem ) . Called 8:25 say would 5 min . MIND YOU family fast due break fast 8:32pm . The time come , food . I call cancel order receive attitude employee . I cancel order confirm I charged.It 's 8:50 delivery man call say front buzz door . I go outside , one . Meanwhile I hear GPS phone direct drive house . Once idiot arrive I tell 50mins late I cancel order . He stand like moron say `` I 'm late sorry I lot delivery `` I remind 's problem ! I order hour ago suppose receive food hour ago . Then I tell give food I pay . He shrug shoulder nod come paycheck.LONG STORY SHORT : order domino 's tracker lot reliable . Pizza Hut SUCKS"
40,1,1,"Wow , experience totally different previous review ... maybe I carryout delivery . The great advice I could give call-in place order . This way , arrive , skip long line people order , pay & pick food leave . It save lot time ! The staff awesome , especially William ! I admire ability work consistently despite large volume phone order walk-in . The negative thing I could say would removal traditional hot wing size . Now traditional hot wing insanely huge taste differently ."
42,2,2,"RATS AND ROACHES ( perhaps ) So 're gon na charge $ 3.00 delivery fee show hour half later cold pizza complain I n't answer phone half hour ? You sit car call 30 Mins .. instead simply get car ring door bell . Rats.And actually admit wait half hour ring bell.And riff minute I open door . Roaches.That 's first time pull . You need understand , people want leave apartment come downstairs go meet car block . It defeat purpose order . You guy need get together . You horrible job .The level ineptitude display pathetic . I ca n't see clean , sanitary store bum attitude . Cutting corner simplest task . You bum . And location infest RATS AND ROACHES ! ! ( That last sentence assumption long shot mean ) RATS AND ROACHES EVERYWHERE ! ! !"
43,2,2,Hand toss pizza always burn ! ! This location learn make pizza breadstick like target Pizza Hut pizza ! ! ! Seriously need train . My cheese pizza always burnt . Very disappointing .
44,2,2,"PZ DONT GO ! ! ! Save ur money .. food crap , scammer ...... today I call watch amazing promo tv large pizza 10 $ topic , I decide give call ask delivery house , talk guy phone tell address ca n't delivery , decide order phone go pick . Story short person phone tell . `` We good deal 2 large pizza topping wing 25 $ `` I say ohh ok I 'll get .. husband go get pizza pay 39 $ WHY ! ! ! ! ! ! ! ! ! ! I call complain tell never tell u ! ! ? ? This online order ? ? ? ? Ok u serious ? ? ? I would never older place ever . Pizza small taste ..."
45,2,4,"Me girlfriend bring pizza , get food poisoning three whole day wish I know give place negative star pain go throu"
46,2,2,"This Pizza Hut absolute sorry excuse business . Yesterday I order 3 pie delivery guy show 2 say staff forget mention third pie . Then lie say another driver come 2 minute pie driver end show HOUR later wrong pie I order ... When I call , n't seem care much apologize BOTH mishap I swear I never order Pizza Hut thanks ! Disgusting staff ."
47,2,4,I wonder work place .when happy work . poor service every time I order website say 30 min always deliver 1 hour 15 min . And time wait long forget food charge . Customer service representative Please find another job see happy ! Do n't waste time money time ! ! Try local pizza store ! !
49,2,3,Says open 11am one person door lock ... happen 3x month ...
48,2,2,"This THE bad pizza hut I 've pizza ever . I order online find completely forget order even though able find ticket . When I bring pizza home , pizza unevenly sauce , skimpily top , abundantly clear dough proof properly ( I sure hell know properly proofed pizza I assistant manager one 4 year 6 year experience make pie ) . The pan pizza subsequently soggy grease rather awesomely crunchy pan pizza be.I crave chain pizza every awhile I sure wo n't order chain ."
50,4,1,"Wow piZza hut ! You n't see around anymore , least I 'm attach yto target pizza hut ! Ordered delivery Friday night . Came reasonable time online ordering amend order phone easy well.Food come expect good , old reliable pizza supreme breadstick . All , nostalgia !"
51,2,2,"Front ppl cook ppl n't communicate . Their service bad . Order carry 5:14pm Im get pizza 6:53pm . Fat lady front n't care , heavy go back check order number . I finally get one large pizza 1 45mins , I find pizza dry cold . Its wait pizza get cold I guess . Very bad service want pay first dont give estimate time customer . I would go back . Rather go local pizza store care customer since buniess . Not smone work pizza Hut get pay hourly ."
53,2,2,"Absolutely terrible branch . Tried order delivery multiple time , pizza routinely late , cold , wrong . Once call delivery status inordinate delay woman answer phone maniacally laugh . Seems management supervision Neanderthals work ."
52,2,2,This location 5 block away place order 12:25pm `` estimate `` delivery time 12:55pm call 1:37pm say delivery ... 1 hr since order place never order ill order Papa Johns I find 53 Street 30 Ave .. place delivery order risk .. apology unacceptable wait food anything `` order arrive shortly `` shortly 1.5hr plus ... horrible get reliable delivery staff thats case
54,2,4,"If like undercooked chicken place ! Pizza terrible compare location , pizza always seem burnt dry . Whatever , avoid boneless wing cost . I 've give place several chance every time I order boneless wing ALWAYS undercooked . I 've complain several time nothing , therefore I location ."
55,2,2,"The review point . Just purchase $ 11+ pan medium cheese equivalent 7-11 pizza 's sit hot lamp hour . The service unprofessional confuse . The small vestibule area clutter customer n't sure order , pick even next . It 's amaze consistent poor review year corporate n't step save face franchise location ."
56,2,2,Worst pizza I 've ever head . Toppings uneven sauce watery . Staff rude .
57,2,3,What kind Pizza Hut n't deliver 1.0 mile away ? You car ...
58,2,2,Ordering location waste time money . They never give right order call manager ( marie ) even apologetic .
59,4,4,"I love hate thing type pizza . Sometimes n't want real pizza want type whatever might . I 'm knock mean compare real slice pizza , well , Ehhh . Their wing ok price IMO . Service would expect chain pizza place ."
60,4,4,"While I realize sin get pizza NY chain restaurant especially small business struggle pandemic , I curious try Pizza Hut 's take Detroit style pizza . All , Detroit style pizza along menu item fairly decent . In term corporate pizza , I would put Dominos Pizza Hut top Papa Johns Little Caesar 's . Obviously , corporate pizza place step pizzeria place NYC pizza hierarchy . Rambling pizza quality NYC aside , Detroit style pizza good , good Lion 's Tigers Squares Chelsea hey n't many Detroit style pizza place New York moment . I 'd recommend give try ."
61,1,4,"I love Pizza Hut ! ! Their pizza taste like . This Pizza Hut parking lot take order phone , however deliver downside . I usually get medium pan chicken cheese pizza . The price good well . You best crust . Check"
62,4,1,"Everywhere I go I feel Domino 's Papa Johns , seem Pizza Huts far , especially South Brooklyn.On way back home Queens , crave Pizza Hut , since n't long time , stop one Queens . Being dine-in location , felt would also get good service , even take-out . We place order website roll soon . There huge parking lot front , roll wait n't issue . We step around 7pm Saturday order pick line directly right entrance walk . There family din , lot people wait order . It take another 10 minute order come , everything work perfectly . We able get order `` quickly `` stuffed crust pizza order perfect . There issue service pizza order.Although finally get fix evening , 're ever crave Pizza Hut , know go !"
63,2,4,"Hi There Yelpers , I n't Pizza Hut year finally today 3/6/20 decide get large pie pineapple , large pie pepperoni order 12 honey BQE bone chicken wing . The food give us pretty quickly I 'm always concern since pizza box hot keep go home , get home cheese pizza dry , pineapple minimal , look taste old like reheat wait even order go pepperoni pizza . We eat one slice garbage go . The reason get two star review empty convenient parking lot wing good . THAT 'S IT ! !"
64,1,1,How I give Pizza Hut 5 star ? ! ? ! Pizza Hut amazing always good domino
65,1,1,Memories great back . Great treat love service . Deep pan yummy . Great place visit family kid love . Good service overall visit .
67,2,2,"I hardly ever order Pizza Hut area n't delivery I order carry , least food come correct I order 2 liter soda I tell boyfriend go pick course soda . I call get money refund tell 'll put note next order . How I trust put stupid note ca n't even remember put dam soda bag ! I order maybe 2x every year hell make think I 'm go order anytime soon"
68,1,1,This Pizza Hut cool simply 's dine Pizza Hut . You choice pick pizza dinning actually order lengthy menu . The din area nice size . Clean clean table well ! Note pizza n't normal pieced.It seem bit expensive course 's `` deal `` `` coupon `` use regularly order pizza . Our experience okay . The wait pretty lengthy however pizza brownie come fresh be.Both taste realllly great ! Would definitely make way around I want spend little dine eat pizza .
66,2,2,"Every time I order anything go , mess royally , I ask `` I order ANY ? `` . Sadly , . I specifically order without pepperoni , is.So , okay , 're eager put extra stuff I n't want take ? You would think would want put extra food salad bar , , right ? Nope . Most salad bar container remain empty unless flag employee point 're something . Then , might get refill . Might.The lunch buffet sad buffet I evwr see . The pizza dry sit far long . The breadstick sauce , I ask waiter twice , either forget time n't care . They never bring anything new buffet entire time I eating.They 'll bring wrong drink , tell 's order . Like , really n't know n't drink eat.As far `` family friendly `` , change table restroom . So , I guess expect change kid filthy bathroom floor , sticky table food served.They also n't deliver . Despite TV commercial website imply.With dirty restaurant , thwy really encourage delivery option ."
69,1,1,Food awesome fresh . Our server Babul best ! He attentive nice . He give us special even though n't new menu . I 'll come back take care us . Lol
70,2,4,"How call buffalo wing , look like pigeon wing . Stay alright pizza ."
71,4,1,"This pizza hut use best spot grow kid , I 'm old restaurant look amazing.No wall divide seat salad bar , wish make pizza faster.And kid local middle school kinda loud come"
72,4,3,"I 've come Pizza Hut since early 90 's . It 's neighborhood staple . They recently remodel , pizza hut merge Wing Street . I prefer New York mom pop pizza shop chain pizza shop , pizza pretty solid 're pinch ."
73,2,2,I location twice get experience . Very bad management . The menu confuse . The worker miserable . Avoid cost . There many independent pizzeria near go .
74,2,2,"Horrible service wait hour plain pie dine , 1 hour 19 min I get cheesy bread n't even get start long I wait drink like 30 min water Pepsi .. really unorganized staff seem even care . My waiter walk nail foot . Never come back bad Pizza Hut experience ."
75,1,4,There n't many dine-in Pizza Hut restaurant anymore lat die breed . I love pizza realistically n't 's different taste fresh Pizza Hut pizza right . Pizza Hut much good fresh oven deliver 45 minute later . The service pretty good wish waiter personality instead drone .
76,1,1,"I 'm nostalgic I write review Pizza Hut chain pizza place , place many memory childhood happy day . I 'm originally Afghanistan first come America family I n't familiar pizza American food general , We end come Pizza Hut I elementary school would give small personalized pan pizza read certain amount book . The pizza good start come would something celebrate like birthday graduation . This Pizza Hut become place family I share every happy event . Years later , move much farther away Pizza Hut even brother sister I celebrate monumental life achievement like college graduation , buying new home , job promotion , professional accolade , never discuss go - simply meet Pizza Hut . Go start family memory enjoy good pizza ."
77,1,4,I 've eaten place 1 time long time ago . But I order maybe 1-2 time month . I normally place order online take short drive pick . It 's usually ready I arrive great . The food still hot nicely package . I place order past weekend complaint cheesy bread . They extremely hard stale . Definitely freshly make order . They consider often nobody like food 's sit get . Overall great take-out choice .
78,4,2,"The pizza great service horrible . The assistant manager , Bappy , standoff-ish look miserable . When I walk , n't even greet ask I need help ; star serious look I tell I pick-up , tell price without check see I order even ready . He bit attitude whenever I talk , would give one word answer even respond . I understand 're bad day job , please n't take loyal , pay customer please !"
79,2,4,"Hostess attempt seat us next two different group kid , politely request seat away child . She catch attitude seat us booth away party throw menu table like whatever . Nasty attitude get go . Previous yelper right , nice give good service , everyone else , later . Our server polite food late lukewarm ."
80,2,2,Horrible service . Great pizza . We die sitedown pizzahut excited . But service bad ! Sat dirty table . Waited forever get pizza refill . Just terrible .
81,2,2,"Filthy . Bad customer service , oh let 's forget fly decide buzz around 're eat . Gross ."
83,4,4,"I review place one legitimate dine-in Pizza Huts Queens wait service . Many others website say `` dine-in `` essentially Pizza Hut express food court . Wings pizza hut actually bad . Sriracha honey wing actually something I would order . The pasta hand level TV-dinner pasta ( super soft water long , sauce ) ."
82,2,4,"Pizza favorite food Pizza Hut favorite pizza . I miss Pizza Hut dearly since move Ohio . I n't live within delivery range Pizza Huts , personal pan pizza KFC/Pizza Hut Express restaurant simply wo n't cut . So I make 40 minute trip ( subway walk ) go Pizza Hut.Arrived dinner rush crowd . We seat relatively quickly though . Drinks arrive within reasonable time , food . Food ( medium Supreme pizza , medium cheese pizza , 8 wing ) arrive within reasonable time . Food amaze ... , Pizza Hut favorite pizza : ) 5 star food.Server clearly overwhelm amount table . Forgot requested marina sauce , bring wrong beverage give us refill . She polite friendly . Clearly tire , stress . Not big deal.Restaurant dirty hell . Our table crumb . I brush menu . Trash floor near surround table . Trash plat table n't buss yet . They clearly need hire worker bus table , sweep floor , keep restaurant cleanliness turn table faster maintain sanitary environment . I wonder filty kitchen 0_o.Next time I decide make pilgrimage Queens visit dine-in Pizza Hut , I wo n't visit location ."
84,2,2,"I come since kid , ( 32 ) service quality food much good back . def new management ever since go downhill . service terrible ! INCLUDED DONATION total withOUT tell ! .... call order advance hang remember forget add topping , realize total add topping proceed question girl pick , tell much tax , tell still dollar , say `` ask want donate ? `` say yes decline , say `` oh okay `` .... ask ... include total , say yes take attitude ... yes folk say attitude . honey pick pizza ask girl pick phone say attitude .. `` take `` roll eye . well let say honey let manager know felt .... lol Its point dollar , point .... shady stuff like , make wonder `` donation `` really go AND else shady ..... food prep , food storage .... def food quality pizza okay , great.i go near , would n't really recommend anyone ."
85,4,4,"I 've come since I kid . I think I enjoy back though . We come brother graduation last Friday , terrible idea ! There many boy girl come celebrate graduation . We come buffet ridiculously cheap , I think 's $ 5.99 lunch buffet . The buffet basically salad bar pizza bar continuously refill fervent type pizza . There n't wait arrive relatively early . But service n't best I remember . It take almost half hour drink reach table forget refill ! I go front bring cup I ca n't go without water long . Generally service good really busy . If want unlimited cheap pizza place go ."
86,1,3,"Special deal : big box dinner 2 medium one topping pizza , one side order ( wing , pasta pizza roller ) bread/cheese stick $ 22.85 tax ."
87,2,4,Have come place since 90s never problem Sunday decide sit eat alot table available still wait 15 minute waitress Alexis bad take drink food order come back 10 min empty hand ask us `` order `` serve table come us order another 5 minute come drink another 15 minute come appetizer .If 're Indian 'll take care time serve kind well .
88,1,1,"Newly renovate , top notch Pizza Hut . These dine-in one rare nowadays rank best renovate . Flatscreen TVs , salad/pizza bar chair Hut logo subtly carve backrest- nice touch Pizza Hut ."
90,2,4,"As far I know , eat-in Pizza Hut leave . The dining room kindof dirty though . Last two time I go , server either attitude , didnt know much english . However , n't come service , I come pizza , location manage mess . If want enjoy pizza , without questionable service/atmosphere , 's always takeout ."
89,2,4,Writing comment I 'm sit Pizza Hut .. This place use good n great customer service .. Nat anymore .. So call mr team manager dent listen properly orderd twice still order come wrong n wait I get n look guy n young girl uhh forget customer service n't even say hi .. rude ... seem like new owner family work n want gigle kitchen n forgets 's customer outside ... .. Forget place ..
91,4,1,"It 's use . The salad bar appear empty time . The place crowded evening . The pizza still good , kinda good domino ( 's opinion ) . Buffalo wing breadstick great . Price-wise , food good"
92,4,3,"It 's best call advance take food takeout . Always busy , matter day week ."
93,2,2,"WORST SERVICE EVER ! ! ! ! This first time write review , 's angry I ! ! ! I wish I could give 0 star ! It new management something . They totally screw order ask wait correct WHICH screw ! ! ! The `` manager `` audacity shout `` n't tell `` slam mess order table . Is treat customer ? ? ? I think ! I ask refund take order another establishment ."
94,1,1,"Everytime I come 's always fast service . Pizza come come fresh hot table . Love wing , would come alone If cheesy crust pizza n't darn good ! ."
95,4,4,"I 've eaten good reason . This place become run joke friend mine . It seem like every time ask something take 20 min come . Napkins , straw , another item . It funny . I say food always prepare well though take outBut eat try avoid guy whose name start letter Z ."
96,2,2,"TRASH ! ! My husband , six year old son go leave ! We wait 30 min bread wing ... bread wing ! ! They seem serve everyone BUT us . Disgusting !"
97,2,2,I would n't bring dog ! Service I 'd hit miss staff act like favor even answer question filthy disgust place
99,2,4,dont deliver apartment . WACKKKK ! besides guess food ok .
98,2,1,How pizza place close superbowl Sunday ? Unbelievable ! ! ! ! ! They need close good .
100,2,4,"Came I business call take need quiet space . Since little one , I go ahead order kid 's meal consist personal pan pizza drink . The cashier nice . The place clean . Ample seat downstairs location Midtown n't crowd . Now I imagine lol.The pizza ... well , I grow eat Pizza Hut pretty disappointed . I think pretty funny I long 2 Bros dollar pizza Chelsea . Eating Pizza Hut pizza make hungry . How even possible lol ? !"
101,2,4,"Go like ghetto bum bug stuff angle . If get lucky , 'll even help food !"
102,1,1,I n't even try food yet Quantel make whole night much good sheer kindness passion humanity . She truly incredible employee help turn whole night around another old employee tell leave . Thank Quantel
103,1,4,"Of course good place get pizza NYC -- duh ! But since I grow Pizza Hut , I get craving . And spot close job , I 've problem stopping pie . Now , place ridiculously expensive ? Of course . It 's stone 's throw away Times Square . Is staff rude ? Nope . Not . Is place dirty ? Given location , I 'd say . Look , I come , I know I 'm get . And I ai n't complain ."
104,2,2,"This place suck ! It extremely cold ! Took forever finally get food . The food good either opinion . There reason one space heater place , two people work , look vacant ! Do come ! ! ! What waste money TIMEEEE !"
105,2,2,"The bad thing KFC price , rude sale associates/cashiers . You pay $ 9 two piece grill combo ! This without drink . Add drink , bring total $ 11.25 . For price , walk couple step eat Applebee 's next door , instead take tray food rude teenage cashier , least rude teenager bring food you.The Pizza Hut n't much well . The price outrageous , pizza either sit long time , poorly cook , ( I KNOW ! ) . It 's okay , red hot anger usually melt cheese top fine.My friend I jokingly refer KFC 'The Dungeon ' , main seating area locate underground ( window ) . We also call The Dungeon 's absolutely disgust place sit enjoy meal . They recently renovate area , still sour smell . Since window , ventilation , smell sour mop usually permeate whole space . It smell like porn shop ( sperm ammonia ) ... I know smell like , 's I 've heard.The seating cramp uncomfortable . You may literally sit right next loud group Spanish tourist wo n't shut ( expletive ) ! Cayate por favor ! But yes , seat close together.Many table wobbly many broken underneath . Overall great space eat.Overall place go desperate n't time walk somewhere else . It 's really expensive , may choose movie two piece box meal . Bon Apetit !"
106,2,2,"My friend I recently talk bad pizza get NY , Pizza Hut come . Since dumb , decide come give shot see truly bad pizza land . It . The bad part ? A plain pie cost $ 18 size nearly half buy hole-in-the-wall place ( whole lot cheap , ) . The crust faint taste freezer burn , make wonder long thing frozen heat . And location dirty I 'm confident 100s rat cockroach resident basement.Awful . Just .... n't . I 'm ashamed ."
107,2,4,"Wanted try Boneless ( I ATE The Bones ! ! ! ) type chicken I 'm Avid KFC , KGC & name , life , another ridiculously bad experience THIS location ! ! ! My GF hesitate eat could n't even tell White Meat really white meat ( n't like dark meat chicken ) I agree . We cut piece half dissect still section look exactly like DARK meat chicken I love .. I thankful cuz `` 's `` I start eat ... It 's like add twice seasoning & salt mix . Very peppery/spicy `` bearable `` I realize salty , . I could satiate thirst , wake middle night HUGELY parch get drink HUGE glass water I get up.The service usually bad , occasion make ALL BAD . Not worthwhile experience all.Wish I could give ZERO !"
108,2,2,"This definitely bad Pizza Hut ever . I really surprised Pizza Hut Corporation intervene location especially since heavily tourism area.I go particular location twice . Two year apart neither time I able eat meal Do n't get wrong , I love love love Pizza Hut.The last time I go particular Pizza Hut , I order Diet coke order bread stick . The breadstick hard I could even bite . The first breadstick literally make snapping sound I. break it.I try eat breadstick . I dunk bread stick sauce give . I think sauce nice warm , maybe I try eat . Well I could n't The breadstick really hard rocks.I take order cashier . I apologize pest . I explain wrong order . The cashier nice take . She tell wait minute . She give I think new order . I sit warm breadstick . Pulled one . It break . It breadstick . They warm BUT hard rock . I make joke take unbroken breadstick less play drum table So , I throw breadstick away left.Also location really clean . Again I n't understand corporate allow go I understand location may franchise ( I n't know ) , location give Pizza Hut bad name"
