19,2,2,"I am shocked at the ratings given to this Hotel by Yelp users!  It really is a dump!  I stayed there, unfortunately, 6/18-20 for a conference. As a matter of fact, there were three of us who had the misfortune of staying there and we were all equally disappointed and dismayed. I am a Hilton Gold and always enjoy my stays at Hilton Properties even the modest ones, but this was really bad. The first room they gave me was 211 across from the elevator-tiny cramped, but the worst was the dirty bed spread. I wouldn't even sit down, called the front desk who apologized and sent me to 507. This was a large room by NYC standards, double beds, but the bathroom had one of those ancient jacuzzi tubs that was moldy, some of the towels were old, frayed and stained,!the coffee machine didn't work, the bed spread was pilling all over (old) and the mattress kept moving  so I had to adjust-I don't move a lot in my sleep so that didn't make any sense. Also, it was hot in nyc and the air conditioning worked ok at 67, but if you wanted to raise it to 70, it got really hot. Overall I am generous with two stars and that is because the front desk and maintenance guys were really nice. I will never stay there again, ever."
18,2,4,"My friends and I stayed here for a few nights and in terms of location, this place is great. Literally steps away from the ACE stop with easy access to pretty much everywhere.The room itself was decent. I've learned not to expect too much from hotel rooms in NYC. The room seemed pretty clean, but I noticed that the sheet on our bed was ripped. Also, the side of our tub was broken (might have just been cosmetic...we didn't actually try to use it). The second day, the housekeeper popped in and asked when we wanted service, we asked her to return in about an hour. When we got back six hours later, it was very obvious that our room wasn't serviced.The staff, for the most part, was great. Nice, efficient, and helpful. Now, you might be thinking, ""Then why just one star and not three or four?"" Here's why. The valet attendant. Yeah, you read that correctly. The valet attendant is honestly the reason I am not giving this property 3 or 4 stars. Let me explain: I needed to head to JFK. Simple, right? One of the employees at the desk asked the valet attendant to help me hail a cab. He stepped outside and said he could order me a cab, but it would take 15 mins. He told me that cabs tend of avoid their street after a certain hour because it becomes a bus route (or something like that). I should have known from the start that there was something funny going on considering the large volume of cabs driving by. He said he would go inside to grab his phone ""just in case"" ...within the five minutes he was inside, I saw a bunch of cabs drive by. When he returned, he said he ordered me a taxi and it would be here in 15 mins. Okay...? I didn't ask you to do that, but whatever.Next thing I know, he said my car was outside and that the woman was just going to grab some coffee. When I walked outside, there was a jeep-looking car waiting. Totally unmarked, no service name on the side...nothing. Um...?So, I asked the valet attendant how much it would be since this obviously wasn't a taxi. He quoted me something like $62 or $66. Whatever it was, it was not the standard $52 flat rate that taxis charge. Looking through the trunk, I could see the car's interior and noticed there was no meter or license number anywhere in the car. So I said, ""This car doesn't have a meter or anything. I don't have cash so I have to pay on a card..."" He said, ""Oh, just a card? Well, see, a card is an extra $6 charge."" You have to be kidding me. I told him that was ridiculous. He took out cash from his pocket and said he'd cover the credit card charge. Whoa, sketchy much? I have no interest in getting into an unmarked car and paying more than what the flat rate should be.I was FURIOUS. He asked, ""So, what do you want to do?"" I told him that he was extremely misleading and that I wished he would have told me from the start that he didn't order me me a taxi, but that he was going to order me a private car or whatever.I told him that I was going to walk over to the next street and hail my own cab, which I did. The final price (with a generous tip) for my taxi ride was cheaper than what I would have paid had I accepted the ""private car."""
20,4,4,"The Garden Inn brand of the Hilton chain is usually pretty good. This one is about average.  The room was nice and comfortable, complete with a Keurig.  The hotel was clean, albeit a bit aged.  Plus, keep in mind that it's New York-sized, so there's not a lot of space. There is hot breakfast in the onsite restaurant that you can get as part of your room. On the Sunday I was there, it was chaos in the eatery.  The host or hostess that was supposed to seat us were busy doing bussing tables, so we seated ourselves. We had to find our own silverware and coffee cups. They might've been understaffed that day because everything was much smoother on Monday.  The food selection was good and included eggs, bacon, waffles, pancakes, mini pastries, yogurt, fruit and a few other items. My primary complaint was where my room was. It was facing the alley across from the gym.  There were big trucks going in and out all night long.  Around 2 AM it sounded like someone was crushing glass bottles outside, so I didn't get much sleep. It was especially rough on the night before my 7 AM flight."
21,1,4,"The room and furniture will slowly be outdated as time passes and the elevators are a bit slow. What makes this place great is the exceptional customer service by all the managers on duty. Kevin, Michael, and Mark all have been very pleasant to work with. Due to a communication error on my stay extension, they were able to honor most of what was quoted for the rates. I'd back come back when I'm in town again. Thank you guys!"
22,1,1,"Wow! Had an AMAZING stay at the Hilton Garden Inn Tribeca. Was in the city for the San Gennaro Feast and was in a crunch to find a room at the last minute, at about 11PM. After calling several hotels charging $300+ for a night, I was directed to this location having availability for only $199/night - kind of unheard of in the city and especially in the beautiful Tribeca area. Even more to my surprise, when we arrived, they upgraded us to the only Penthouse Suite at the hotel for no additional cost! It was absolutely gorgeous! GREAT views, the most comfortable king bed I've ever slept on, two massive LG flat screen Tv's, and the icing on the cake... Enormous jetted tub that I took full advantage of after a long day in the heat and scents of street food. I would reccomend this place a million times over and will definitely go back. Thank you Hilton!!!"
11,2,2,"Manager Mark has little regard for anyone with a heath condition.  I called several times to speak with a manager and Mark does not answer his phone.  Upon request of early check in over 24 hours in advance and the same day...I was met with no sensitivity to my epilepsy.  Just tough luck and I was asked if they could ""hold my medication?""   Really.  Could you hold my medication for me?   No, you can treat me like a Hilton rewards member and help me.   Never staying here again.   And come on Hilton.  This staff is super arrogant and rude."
23,1,2,"As others have noted - a fairly new Hilton Garden Inn!Beware! The address used to be:6 York StreetThe address for the hotel is now:39 Avenue of the Americas39 Avenue of the Americas can also be referred to as 39 6th Avenue.A further warning - all three cab drivers I had - had absolutely no clue where the hotel was. I gave them both addresses - they still did not know where the hotel was. I called the hotel front desk and had the hotel staff talk directly to the cab driver - and yet they still could not get to the hotel. Probably says more about the cab drivers than anything - but still. In each instance the cab driver insisted on heading to 39th Street - even after I told them NO!  I had to show the cab driver the location of the hotel using the Maps app on my iPhone.Once you arrive though, it's a comfortable hotel. I was lucky enough to score the Penthouse during my recent visit due to my status with Hilton.  I know, the term ""Penthouse"" evokes ritziness - but this was probably small as Penthouses go - there were two rooms - the bedroom and a separate small living room with couch, flat panel HD TV, coffee table, lamps, small fridge, coffeemaker, and microwave.The bedroom also had a flat panel HD TV mounted in the wall.Bathroom was clean and roomy. Free Wifi internet in the hotel.There is also the standard pantry down by the front desk for bottled water, sodas, snacks, toiletries, etc.A restaurant is attached to the hotel - Bar Artisanal - a French Bistro of sorts.Staff was friendly and helpful. I accepted a restaurant recommendation for an Italian place across the street from the hotel. She was right on the money with the recommendation!"
25,4,4,"This hotel is at a great location with a subway station just outside of the hotel. The staff is pretty friendly. The room has individual ac unit and is very noisy as it kicks in every few minutes with cold blasting out. Temperature was hard to fix as it gets either too cold or hot.Hotel room looks tired and needs revamp. Shower curtain is rusted, bed is sagging and room is not well lit even with all lamps on. For the price paid, thought it was not a great deal!  But we chose it for the location."
26,1,1,"Safe. Very ,very,clean. Friendly. Fast room service. Good location.At canal Street subway station. A brisk walk to 9/11 museum. 20"" Uber ride to Broadway."
27,2,2,"I usually leave the Do Not Disturb sign on my room because I hate potential lost or stolen items. Well, this time I stayed for 5 nights and called in for cleaning while I went out to dinner. I came back to only find out that my earrings were stolen. Unacceptable, on many different fronts. No item of a customer should be taken from their room. Goodbye to my vintage $$ pair. Thanks Hilton, for just redirecting me to an insurance company and not helping a Hilton honors member."
24,1,1,"Stayed 5 nights. Small room, not unexpected for NYC. It was clean and passable in all the basics, with a convenient fridge in the room. The front desk is easy to deal with, and they will bill anything from the store, like water, to the room very quickly. Great location, by the ACE line, and TriBeCa, Soho, even East Village within walking distance. We did the breakfast package, and I have to give the highest marks to Roy and Robin for hospitality. They made us feel welcome every day. The breakfast is a buffet in the restaurant attached to the hotel, and they also make omelets to order in the kitchen. The breakfast was very good quality and the service exceptional. My expectations were exceeded - Its a modest hotel with a price that's modest for the city - for what it is, they do a great job. I would stay here again."
29,2,2,"Let me start off by saying that I grew up in the area, so I am aware of what NYC entails. For a Hilton property, this place is completely unacceptable. There was no warm welcome upon arrival, and the man behind the counter both looked and spoke to us like we were bothering him. How dare we want to check into our room? While this may be normal NYC demeanor, this is not hospitality, nor what I expect from a Hilton.The room was small (a king room), and the lighting was terrible, making the already dark and drab decor look worse. The hallways and the room were extremely hot despite it being almost 90 degrees out. We turned our AC on, but the room never really got cool enough, and it droned on all night.The linens were dingy, and I could tell they were very old.  I had requested extra pillows when I made the reservation, and when we checked in, he did confirm that they were in my room. But, only 4 pillows on the bed. And even calling these pillows is a stretch. Almost no filling and they all went flat as soon as you put your head on them. The bed itself was old, and had terrible sagging throughout. The bathmat was not anti-slip, and I all but fell getting out of the tub, injuring an already bad back further. This was an ADA accessible room, meaning that the people that stay here most likely already have injuries/disabilities. For over $300 a night, this was a complete rip off. The only good thing about it was that it was within walking distance of our destination. I have stayed at hotels twice as nice for half the price. I've emailed the manager and gotten no reply. This should not hold the Hilton name."
30,1,1,"I had a good experience at their hotel over this passed weekend. The staff for every shift we encountered was friendly and courteous as well as maintenance workers working hard during the weekend to keep the hotel in tip top shape. Cassie and David were especially helpful and friendly Friday night when we checked in. Even when we realized that we'd been given the wrong accommodation, Cassie was quick to get us the room we'd requested. Housekeeping did a great job Saturday afternoon as well. Checking out was also a breeze.I normally have no need to overnights in the city but this hidden gem made it a good experience. I would stay here again based on this trip"
31,2,4,"Great price for a clean and nice place in NYC, issue with valet because of price discrepancy between what my reservation said and my actual price.  Manager said it was fixed but I still got charged and I called and they said called back.  Not really happy about that :("
32,4,4,So before I moved to bk I used to come to NY alot and I ended up staying at a number of hotels over a year. This is a hotel that I stayed in more than once and each time it was something that made the experience not 5 stars. I was in a room once that had a view of the brick building next door for example. I just thought is was customary to make up for it in service or room size or something! Another time I was in a room and there were cigarette burns and holes on the bed and sheets. I'll say that the hotel itself is not bad and the people working there were very very nice though which is why I give them 3 stars
14,1,1,"When picking hotels, I usually just look for clean rooms at a reasonable price. When the front desk staff is friendly and helpful, that's a bonus. The Hilton Garden Inn Tribeca was a bonus. Every staff member I interacted with, including several maintenance men in the elevator, was warm and friendly. That's not typical for a non luxury hotel in New York City. The hotel was happy to hold our bags, both when we arrived early and after we checked out. One employee offered (without our asking) recommendations for brunch as we were checking out. It wasn't a disingenuous plug for their onsite restaurant, but to another place in the neighborhood; he was just being nice. That's rare and impressive these days. Also, as a bonus, the location is wonderful when staying downtown. It's very easy to get to if entering the city down the West Side, or from New Jersey via the Holland Tunnel. And there is an entrance to the subway (A C E lines) right in front. Be aware: the signage is not that obvious. There is a blue sign somewhat flush with the building's facade, but we walked right by the front door when we first arrived."
34,1,1,"Excellent location, staff, and amenities. I was just looking for a clean, safe place to sleep on a quick visit to NYC, and this hotel is that and more. The staff was always friendly and helpful when we saw and interacted with anyone. Even though our room was right across from the elevator, I barely heard anything while we were in the room. You can't get closer to the subway-the entrance to the A, C, and E is right outside the door. Free wifi is a huge plus and we got a pretty good price for our room as well. Only reason I don't give 5 stars is because the bed and pillows weren't the best. I slept great but it was a little firm for my tastes. Unless I specifically need to stay in another part of town next time I visit, this will be my go to place."
35,1,1,"When the cab driver claims there is no such place, I tend to worry a bit. However, I've had several very nice stays here. The staff has always been extremely professional, courteous, and friendly. After a few days, the front desk staff called me by name. The manager (?) checked on things in the lobby.They have free coffee in the morning. Breakfast next door in the AOA Bar & Grill was nothing too special but I did have a nice made to order omelet once.Our room was reasonably sized and comfortable.The subway stop is right outside and could not be closer.Free WiFi with good performance.Will stay again."
36,1,4,"Overall, this hotel was a good place to stay if you're looking for something in the Tribeca or SOHO areas.  The outside is covered in flowers.  The lobby is large and inviting.  The elevators are large although a bit slow. The room was moderate in size with a large bathroom and very nicely furnished.  It was extremely clean and well cared for.  Our only problem was with checkin.  I neglected to checkin to a room via the web in advance.  When we arrived, the desk clerk could not find my reservation.  He found another person with the same last name, but not mine.  Finally after a few anxious minutes, he was able to locate my reservation for 2 nights.  Great...  Then as he was issuing me my keycards, I asked about breakfast.  He indicated it was in the attached restaurant/bar and was $16.95 pp.  Hmmm, I had booked a room & breakfast package.  He couldn't find any record of that.  I pulled out my hardcopy (lesson to the wise - always bring a hardcopy) which indicated breakfast included.  He had to make a copy of my hardcopy, indicated he would do some further investigations, but issued us breakfast coupons.  I heard nothing more from the front desk so I presume that all was ok and he found the full reservation.  Breakfast was certainly not worth $16.95.  It was a moderate buffet spread set up on the restaurant bar.  It had the usual breakfast buffet faire: cereals, yogurt, fruit, juices, waffle machine, pancakes, scrambled eggs, bacon, assorted bread, and some pastries.  You won't starve but it certainly wasn't a $16.95 buffet.  On the second morning we noticed a sign that indicated that one could order omelets and other items but our wait staff never mentioned this to us.  They did ""mention"" that the breakfast coupon only covered the price of the meal but *NOT* the tip.  Yeah, its NYC...."
37,1,1,The hotel staff here is by far the best I've been around. Very genuine people always with a smile and a suggestion for where to go for dinner. SO HAPPY WE STAYED HERE!
38,1,1,"The front desk staff was extremely friendly and helpful. They allowed us to check in at 10:00 am and upgraded our room in spite of our reservation being Priceline. Great location , close to Soho and Chinatown and subway station right outside the front door . The room was very large and comfortable. Definitely recommend this hotel ."
28,1,1,Loved this place except for being on probably the noisiest street in Manhattan. The hotel is newer and quite lovely. Great location even with the noise. The entire staff was beyond helpful. The people at the desk were consistently pleasant and knowledgeable. The concierge was great. Our housekeeping person was thorough. The room was spacious enough for 3 adults. I would recommend. Also I booked through the hotel and got a better price than Hotels.com or Booking.com
40,2,2,"DO NOT STAY HERE! After a long day of touring the city, we got ready to get until bed, after previously checking into the hotel. I don't even want to write what I found in our sheets. They had not been washed,  there was food all over the floor from the previous guest, the shower was disgusting! We reported it to the manager and he said they would have new sheets delivered, which they did. We were so appalled and honestly sick to our stomachs over what we'd seen in our needs, that we asked for a new room. He was gracious enough to move us and promised for sheets to be delivered within half an hour. They were busy and we didn't mind putting our own sheets on at this point. Three hours later, still no sheets. Our poor kids were up with us until about 2:30am, waiting for sheets,  where we finally had to go to sleep. They ended up Sleeping on top of our comforterwith another extra sheet of ours over them. HORRIBLE EXPERIENCE! WARNING!"
41,1,1,"The service is freaking amazing. No seriously...we requested a trundle bed at check-in, immediately hopped on the elevator, walked down the hallway to our room, and were greeted at our door by ladies with the bed.The front desk offers gigantic umbrellas to cover your head during New York City summer storms. These umbrellas are free of charge...and they work. They're big enough to provide shelter for two guests and come without stipulations other than you must return them.If your travel plans don't have you leaving the City until later, you can delay your checkout time no questions asked. After checking out, you can even have the conceriage guard your luggage...including any bagged pastries you may have picked up on your morning walk. Oh...and there is always complimentary coffee and hot tea...and fresh baked cookies debut at around 5:00 every afternoon leaving the lobby smelling sweetly like grandma's house.5 Stars just for the service. All the other stuff was fine - rooms were clean, bathrooms were well stocked (in addition to the usual toiletries, the hotel provided mouthwash), beds were plush. The only minor teeny tiny thing was that the drainage wasn't super in the shower...but I'm sure this would have been fixed with a phone call."
42,1,1,"If I could I would give 6 stars. I booked this hotel months out and got a fantastic price. However I kept worrying b4 I got here because of some of the shaky reviews. Well I need not have worried. From the second we walked in the door to the moment I left they were FANTASTIC!!  Special kudos to Joe at the front desk. All the front desk clerks were fantastic but Joe really took care of us. I am hh gold so we got free breakfast and it was good. Basic variety of food with excellent service all 3 morning we were there. The last day however proved why Hilton is my brand and why service is everything. One of my traveling party got food poisoning from something he got off the street. He called down to the desk after hours of ""having food poisoning"" was literally shaking... He asked for something to be brought up and the front desk person ran up a free Gatorade. Who does that?  Hilton people that's who. Also my person was so sick they had to book a later flight and joe at the desk was able to find a room for them to crash in to a much later than normal checkout. The bellman also hooked me up with a car svc to airport that costs less than a cab. Nothing beats great customer focused service when you're away from home and sick. Bravo to all the employees and mgmt of this hotel. Kudos!!"
43,1,1,"Ahhh, this hotel was an amazing place to stay at for my very first trip to NYC! My gal pals Alice and Samantha and I planned a trip here for the week beginning with Labor Day 2010. At the time, Samantha was working for the Hilton in San Francisco, so we got a pretty good deal here!Upon entering, you'll find that the staff is extremely friendly! I showed up much earlier than my friends and wanted to do a bit of sightseeing on my own, so they took my bags and asked if there was anything else they could assist me with. Nope, I'm good, thanks! :)Every afternoon as we'd leave for our adventures, they provided us with delicious warm-baked cookies, coffee and hot chocolate in the lobby. One of the days, when I guess I looked ""sad"" that they ran out of the chocolate chip ones, they actually ran back and baked some more and brought it out for me.I'd definitely want to come back here next time I'm in NYC. The location is great too! Very close to the metro station."
44,1,1,"This place has consistently great rates, which is astounding since it's in the heart of one of the grooviest neighborhoods in the city.  Walk to lower manhattan sites such as 9/11 museum, Liberty & Ellis island ferries, or stroll all the way up the Hudson starting just a block away.  Subway right across the street to get everywhere else.  Very nice rooms and cozy boutique feel with the reliability/price of a major chain.  Probably wise to select a room away from the elevator on 5th or 6th floor - nice view over to Canal street.   Very courteous staff, clearly well trained.  I'm a longtime New Yorker temporarily out of my apartment; when back in the city I'll steer my guests here. A really nice ol' restaurant nearby is Walker's."
45,1,4,"My tips for enjoying this lovely, new hotel in TriBeCa:(1) When coming from Laguardia, make sure your cab driver knows that this hotel is on York STREET, not York Avenue, otherwise you'll get a long trip through Harlem on the way to the very wrong street.  Better yet, tell him to take you to 6th and Canal, cuz that's where you're headed.(2) New hotel = new fancy, adjustable beds.  Keep in mind that it might be on the hardest setting when you flop down, exhausted from travels...and avoid the whiplash that is sure to ensue.(3) Ask for an upgrade.  If gotten, you'll get a fabulous suite-type room with a mini-fridge and microwave.  Stock said mini-fridge with some beer from the little store across the street.  You'll be thirsty after sight-seeing all day.  (Oh, and the king-sized bed didn't hurt either.)This hotel is lovely.  Brand-spankin' new (no rehabs here, kids, they tore down a factory and built this one from scratch) and it shows.  Staff is very friendly and accommodating, there is a fitness center and a business center, and free internet in the rooms (if you bring your laptop.)Great location, right on the edge of TriBeCa and SoHo, and a subway stop right out front (A, C and E right at your fingertips.)And tip (4) Book on priceline.  Seriously.  You will thank me.I would definitely stay here again."
46,1,1,"Booked 4 days prior.  Got great rates for one night.  The room is pretty small but expected for NYC.  It was clean, the bed was pretty comfy and the staff was super nice.  The hotel is right above the Canal St subway stop.  We walked everywhere conveniently.  We would stay here again when in New York."
33,1,4,"Summary based on 1 stay (99th hotel review):--great location, adjacent to Canal St subway (A, C, E)--room somewhat small, but fine--good security, door closed like a safe--great front desk staff!  Got an early checkin after a red-eye.--better than average Continental breakfast buffet in adjoining uncrowded restaurant--decent cost--quiet room, including aircon/heat--6 floors, ok elevator speed, but stairs are an alternativeVery, very good for this area."
48,4,1,Nice location.  Pretty close to a bunch of bars/restos to hit up.Huge clean room that had a huge window with a huge comfortable bed.Bathroom was clean and had a huge mirror which is important since I like to pose after I shower.I kinda like this spot.
49,1,1,"Good location and literally on top of the C Line on the subway, so easy to get to Penn Station, 42nd Street, Columbus Circle, etc.  Comfortable.  Your basic variety Hilton Garden Inn, but we had a relaxing time.  Would stay here again."
50,1,1,"Not just the best Garden Inn, but one of the best Hilton portfolio hotels I have stayed in. Rooms are large and clean with a beautiful view of the streets of TriBeCa. Each room also has a mini fridge, mini dresser, and closet. A/C was working great and kept me cool during a hot sunny day. Staff is very friendly and lobby/hallways looks great. Fitness center is also in excellent shape. If you're looking to stay in this area, definitely recommend this place as it is right above the A, C and E lines and is not too expensive for a nice Manhattan hotel in a great location.Only downside is the elevators are slow, but there are only 6 floors so does not take too long."
51,1,1,"I loved this hotel in TriBeCa! It was in a great location with the A,C and E subway right below. So it is convenient to get anywhere and not far from Times Square. It is also near shopping and restaurants that aren't so crowded as it is in TS area. This is the first time I stayed out of the TS area and the rooms were super clean and spacious compared to other rooms I have previously stayed in. The staff was very nice and always greeted us when we returned to hotel. And to make things better, the rates are very reasonable for NYC! I'll stay here again the next time I'm in NY. Thank you HGI TriBeCa for being such a great place to stay and making my family and me feel so welcomed and also for getting us transportation to the airport."
52,1,1,"The best it gets in terms of service, staff, location and room quality / standards. I have been hotel'in here since August of '10 and must say, that I have received the same service every time I am there. They know me by my name now :)Don't forget: to try out fresh cookies between 7-9pm.. they are the best!"
